EC_number 	 Annotation 	 GOterm
EC:7.1.1.6 	" plastoquinol--plastocyanin reductase activity "	GO:9496
EC:7.1.1.8 	" ubiquinol-cytochrome-c reductase activity "	GO:8121
EC:7.1.1.9 	" cytochrome-c oxidase activity "	GO:4129
EC:7.1.2.1 	" P-type proton-exporting transporter activity "	GO:8553
EC:7.1.3.1 	" diphosphate hydrolysis-driven proton transmembrane transporter activity "	GO:9678
EC:7.2.1.3 	" transmembrane ascorbate ferrireductase activity "	GO:140571
EC:7.2.2.- 	" ATPase-coupled transmembrane transporter activity "	GO:42626
EC:7.2.2.10 	" P-type calcium transporter activity "	GO:5388
EC:7.2.2.11 	" ABC-type nickel transporter activity "	GO:15413
EC:7.2.2.12 	" P-type zinc transporter activity "	GO:16463
EC:7.2.2.13 	" P-type sodium:potassium-exchanging transporter activity "	GO:5391
EC:7.2.2.14 	" P-type magnesium transporter activity "	GO:15444
EC:7.2.2.15 	" P-type silver transporter activity "	GO:15445
EC:7.2.2.16 	" ABC-type ferric hydroxamate transporter activity "	GO:15625
EC:7.2.2.17 	" ABC-type ferric-enterobactin transporter activity "	GO:15624
EC:7.2.2.19 	" P-type potassium:proton transporter activity "	GO:8900
EC:7.2.2.2 	" ABC-type cadmium transporter activity "	GO:15434
EC:7.2.2.20 	" ABC-type zinc transporter activity "	GO:15633
EC:7.2.2.21 	" P-type cadmium transporter activity "	GO:8551
EC:7.2.2.3 	" P-type sodium transporter activity "	GO:8554
EC:7.2.2.4 	" ABC-type sodium transporter activity "	GO:140679
EC:7.2.2.5 	" ABC-type manganese transporter activity "	GO:15410
EC:7.2.2.6 	" P-type potassium transmembrane transporter activity "	GO:8556
EC:7.2.2.7 	" ABC-type ferric iron transporter activity "	GO:15408
EC:7.2.2.8 	" P-type monovalent copper transporter activity "	GO:140581
EC:7.2.2.9 	" P-type divalent copper transporter activity "	GO:43682
EC:7.2.4.1 	" decarboxylation-driven active transmembrane transporter activity "	GO:15451
EC:7.2.4.2 	" decarboxylation-driven active transmembrane transporter activity "	GO:15451
EC:7.2.4.3 	" decarboxylation-driven active transmembrane transporter activity "	GO:15451
EC:7.2.4.4 	" decarboxylation-driven active transmembrane transporter activity "	GO:15451
EC:7.3.2.1 	" ATPase-coupled phosphate ion transmembrane transporter activity "	GO:15415
EC:7.3.2.2 	" ABC-type phosphonate transporter activity "	GO:15416
EC:7.3.2.4 	" ABC-type nitrate transporter activity "	GO:15414
EC:7.3.2.5 	" ABC-type molybdate transporter activity "	GO:15412
EC:7.3.2.6 	" ABC-type tungstate transporter activity "	GO:1901238
EC:7.3.2.7 	" ATPase-coupled arsenite transmembrane transporter activity "	GO:15446
EC:7.4.2.11 	" ABC-type D-methionine transporter activity "	GO:33232
EC:7.4.2.14 	" ABC-type peptide antigen transporter activity "	GO:15433
EC:7.4.2.2 	" ATPase-coupled nonpolar-amino acid transporter activity "	GO:15425
EC:7.4.2.3 	" mitochondrial protein-transporting ATPase activity "	GO:8566
EC:7.4.2.4 	" chloroplast protein-transporting ATPase activity "	GO:16464
EC:7.4.2.6 	" ABC-type oligopeptide transporter activity "	GO:15421
EC:7.4.2.8 	" protein-exporting ATPase activity "	GO:8564
EC:7.5.2.- 	" ABC-type monosaccharide transporter activity "	GO:15407
EC:7.5.2.1 	" ABC-type maltose transporter activity "	GO:15423
EC:7.5.2.10 	" ABC-type D-xylose transporter activity "	GO:15614
EC:7.5.2.12 	" ABC-type L-arabinose transporter activity "	GO:15612
EC:7.5.2.13 	" ABC-type L-arabinose transporter activity "	GO:15612
EC:7.5.2.2 	" ABC-type oligosaccharide transporter activity "	GO:15422
EC:7.5.2.3 	" ABC-type beta-glucan transporter activity "	GO:15441
EC:7.5.2.4 	" ABC-type teichoic acid transporter activity "	GO:15438
EC:7.5.2.7 	" ABC-type D-ribose transporter activity "	GO:15611
EC:7.5.2.8 	" ABC-type D-allose transporter activity "	GO:15615
EC:7.5.2.9 	" ABC-type D-galactofuranose transporter "	GO:103116
EC:7.6.2.1 	" ATPase-coupled intramembrane lipid transporter activity "	GO:140326
EC:7.6.2.10 	" ABC-type glycerol-3-phosphate transporter activity "	GO:15430
EC:7.6.2.11 	" ABC-type polyamine transporter activity "	GO:15417
EC:7.6.2.12 	" ABC-type capsular-polysaccharide transporter activity "	GO:15436
EC:7.6.2.15 	" ABC-type thiamine transporter activity "	GO:48502
EC:7.6.2.16 	" ABC-type putrescine transporter activity "	GO:15594
EC:7.6.2.2 	" ABC-type xenobiotic transporter activity "	GO:8559
EC:7.6.2.3 	" ABC-type glutathione S-conjugate transporter activity "	GO:15431
EC:7.6.2.4 	" ABC-type fatty-acyl-CoA transporter activity "	GO:15607
EC:7.6.2.5 	" ABC-type heme transporter activity "	GO:15439
EC:7.6.2.6 	" ABC-type guanine transporter activity "	GO:8558
EC:7.6.2.7 	" ABC-type taurine transporter transporter activity "	GO:15411
EC:7.6.2.8 	" ABC-type vitamin B12 transporter activity "	GO:15420
EC:7.6.2.9 	" ABC-type quaternary ammonium compound transporting activity "	GO:15418
EC:1.1.1.101 	" acylglycerone-phosphate reductase activity "	GO:140
EC:1.1.1.101 	" 1-acyl dihydroxyacetone phosphate reductase activity "	GO:102566
EC:1.1.1.110 	" (R)-4-hydroxyphenyllactate dehydrogenase (NADP+) activity "	GO:47029
EC:1.1.1.110 	" indolelactate dehydrogenase (NAD+) activity "	GO:47722
EC:1.1.1.110 	" phenyllactate dehydrogenase activity "	GO:97256
EC:1.1.1.117 	" D-arabinose 1-dehydrogenase [NAD(P)+] activity "	GO:45290
EC:1.1.1.117 	" D-arabinose 1-dehydrogenase (NADP+) activity "	GO:106271
EC:1.1.1.146 	" 11-beta-hydroxysteroid dehydrogenase (NADP+) activity "	GO:70524
EC:1.1.1.146 	" cortisol dehydrogenase activity "	GO:102196
EC:1.1.1.170 	" C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity "	GO:252
EC:1.1.1.170 	" sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating) activity "	GO:47012
EC:1.1.1.170 	" 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-oxidoreductase (decarboxylating) activity "	GO:103066
EC:1.1.1.170 	" 4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol:NAD(P)+ 3-dehydrogenase (decarboxylating) activity "	GO:103067
EC:1.1.1.188 	" prostaglandin D2 11-ketoreductase activity "	GO:36131
EC:1.1.1.188 	" prostaglandin-F synthase activity "	GO:47017
EC:1.1.1.195 	" cinnamyl-alcohol dehydrogenase activity "	GO:45551
EC:1.1.1.195 	" sinapyl alcohol dehydrogenase activity "	GO:52747
EC:1.1.1.237 	" hydroxyphenylpyruvate reductase activity "	GO:47995
EC:1.1.1.237 	" R(+)-3,4-dihydroxyphenyllactate:NADP+ oxidoreductase activity "	GO:102742
EC:1.1.1.282 	" shikimate 3-dehydrogenase (NADP+) activity "	GO:4764
EC:1.1.1.282 	" quinate 3-dehydrogenase (NAD+) activity "	GO:30266
EC:1.1.1.282 	" quinate 3-dehydrogenase (NADP+) activity "	GO:52733
EC:1.1.1.282 	" shikimate 3-dehydrogenase (NAD+) activity "	GO:52734
EC:1.1.1.303 	" acetoin dehydrogenase activity "	GO:19152
EC:1.1.1.303 	" diacetyl reductase ((R)-acetoin forming) activity "	GO:52587
EC:1.1.1.304 	" acetoin dehydrogenase activity "	GO:19152
EC:1.1.1.304 	" diacetyl reductase ((S)-acetoin forming) activity "	GO:52588
EC:1.1.1.353 	" hydroxyversicolorone reductase activity "	GO:102974
EC:1.1.1.353 	" versiconal hemiacetal acetate reductase activity "	GO:102975
EC:1.1.1.353 	" versiconal reductase activity "	GO:102976
EC:1.1.1.38 	" malate dehydrogenase (decarboxylating) (NAD+) activity "	GO:4471
EC:1.1.1.38 	" oxaloacetate decarboxylase activity "	GO:8948
EC:1.1.1.40 	" malate dehydrogenase (decarboxylating) (NADP+) activity "	GO:4473
EC:1.1.1.40 	" oxaloacetate decarboxylase activity "	GO:8948
EC:1.1.1.51 	" testosterone dehydrogenase [NAD(P)] activity "	GO:30283
EC:1.1.1.51 	" dihydrotestosterone 17-beta-dehydrogenase activity "	GO:35410
EC:1.1.3.- 	" oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor "	GO:16899
EC:1.1.3.- 	" methanol oxidase activity "	GO:46563
EC:1.1.5.4 	" malate dehydrogenase (quinone) activity "	GO:8924
EC:1.1.5.4 	" malate dehydrogenase (menaquinone) activity "	GO:52589
EC:1.11.2.3 	" 18-hydroxyoleate peroxygenase activity "	GO:102070
EC:1.11.2.3 	" plant seed peroxidase activity "	GO:1990137
EC:1.13.11.- 	" oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen "	GO:16702
EC:1.13.11.- 	" 2,3-dihydroxy DDT 1,2-dioxygenase activity "	GO:18542
EC:1.13.11.- 	" phenanthrene dioxygenase activity "	GO:18555
EC:1.13.11.- 	" 2,2',3-trihydroxybiphenyl dioxygenase activity "	GO:18556
EC:1.13.11.- 	" 1,2-dihydroxyfluorene 1,1-alpha-dioxygenase activity "	GO:18557
EC:1.13.11.- 	" 5,6-dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline dioxygenase activity "	GO:18558
EC:1.13.11.- 	" 1,1-dichloro-2-(dihydroxy-4-chlorophenyl)-(4-chlorophenyl)ethene 1,2-dioxygenase activity "	GO:18559
EC:1.13.11.- 	" protocatechuate 3,4-dioxygenase type II activity "	GO:18560
EC:1.13.11.- 	" 2'-aminobiphenyl-2,3-diol 1,2-dioxygenase activity "	GO:18561
EC:1.13.11.- 	" 3,4-dihydroxyfluorene 4,4-alpha-dioxygenase activity "	GO:18562
EC:1.13.11.- 	" 2,3-dihydroxy-ethylbenzene 1,2-dioxygenase activity "	GO:18563
EC:1.13.11.- 	" carbazole 1,9a-dioxygenase activity "	GO:18564
EC:1.13.11.- 	" dihydroxydibenzothiophene dioxygenase activity "	GO:18565
EC:1.13.11.- 	" 1,2-dihydroxynaphthalene-6-sulfonate 1,8a-dioxygenase activity "	GO:18566
EC:1.13.11.- 	" styrene dioxygenase activity "	GO:18567
EC:1.13.11.- 	" 3,4-dihydroxyphenanthrene dioxygenase activity "	GO:18568
EC:1.13.11.- 	" hydroquinone 1,2-dioxygenase activity "	GO:18569
EC:1.13.11.- 	" 3,5-dichlorocatechol 1,2-dioxygenase activity "	GO:18572
EC:1.13.11.- 	" 2-aminophenol 1,6-dioxygenase activity "	GO:18573
EC:1.13.11.- 	" 2,6-dichloro-p-hydroquinone 1,2-dioxygenase activity "	GO:18574
EC:1.13.11.- 	" chlorocatechol 1,2-dioxygenase activity "	GO:18575
EC:1.13.11.- 	" catechol dioxygenase activity "	GO:19114
EC:1.13.11.- 	" dihydroxyfluorene dioxygenase activity "	GO:19117
EC:1.13.11.- 	" 5-aminosalicylate dioxygenase activity "	GO:34543
EC:1.13.11.- 	" 3-hydroxy-2-naphthoate 2,3-dioxygenase activity "	GO:34803
EC:1.13.11.- 	" benzo(a)pyrene 11,12-dioxygenase activity "	GO:34806
EC:1.13.11.- 	" benzo(a)pyrene 4,5-dioxygenase activity "	GO:34808
EC:1.13.11.- 	" 4,5-dihydroxybenzo(a)pyrene dioxygenase activity "	GO:34810
EC:1.13.11.- 	" benzo(a)pyrene 9,10-dioxygenase activity "	GO:34811
EC:1.13.11.- 	" 9,10-dihydroxybenzo(a)pyrene dioxygenase activity "	GO:34812
EC:1.13.11.- 	" benzo(a)pyrene 7,8-dioxygenase activity "	GO:34813
EC:1.13.11.- 	" 7,8-dihydroxy benzo(a)pyrene dioxygenase activity "	GO:34814
EC:1.13.11.- 	" 1,2-dihydroxy-5,6,7,8-tetrahydronaphthalene extradiol dioxygenase activity "	GO:34827
EC:1.13.11.- 	" 2-mercaptobenzothiazole dioxygenase activity "	GO:34834
EC:1.13.11.- 	" pyridine-3,4-diol dioxygenase activity "	GO:34895
EC:1.13.11.- 	" pyrene dioxygenase activity "	GO:34920
EC:1.13.11.- 	" 4,5-dihydroxypyrene dioxygenase activity "	GO:34922
EC:1.13.11.- 	" phenanthrene-4-carboxylate dioxygenase activity "	GO:34934
EC:1.13.11.- 	" tetrachlorobenzene dioxygenase activity "	GO:34935
EC:1.13.11.- 	" 4,6-dichloro-3-methylcatechol 1,2-dioxygenase activity "	GO:34936
EC:1.13.11.- 	" 2,3-dihydroxydiphenyl ether dioxygenase activity "	GO:34955
EC:1.13.11.- 	" diphenyl ether 1,2-dioxygenase activity "	GO:34956
EC:1.13.11.37 	" hydroxyquinol 1,2-dioxygenase activity "	GO:18581
EC:1.13.11.37 	" 4-hydroxycatechol 1,2-dioxygenase activity "	GO:47074
EC:1.13.11.61 	" linolenate 9R-lipoxygenase activity "	GO:102299
EC:1.13.11.61 	" linoleate 9R-lipoxygenase activity "	GO:102300
EC:1.13.12.- 	" oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases) "	GO:16703
EC:1.13.12.- 	" 2-mercaptobenzothiazole monooxygenase activity "	GO:34835
EC:1.13.12.- 	" 6-hydroxy-2-mercaptobenzothiazole monooxygenase activity "	GO:34836
EC:1.13.12.- 	" isooctane monooxygenase activity "	GO:34850
EC:1.13.12.- 	" hexadecyltrimethylammonium chloride monooxygenase activity "	GO:34898
EC:1.14.11.13 	" gibberellin 2-beta-dioxygenase activity "	GO:45543
EC:1.14.11.13 	" C-19 gibberellin 2-beta-dioxygenase activity "	GO:52634
EC:1.14.11.25 	" mugineic-acid 3-dioxygenase activity "	GO:33761
EC:1.14.11.25 	" 2'-deoxymugineic-acid 3-dioxygenase activity "	GO:52860
EC:1.14.11.31 	" thebaine 6-O-demethylase activity "	GO:102802
EC:1.14.11.31 	" oripavine 6-O-demethylase activity "	GO:102804
EC:1.14.11.32 	" thebane O-demethylase activity "	GO:102803
EC:1.14.11.32 	" codeine O-demethylase activity "	GO:102805
EC:1.14.12.- 	" oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor "	GO:16708
EC:1.14.12.- 	" nitrobenzene 1,2-dioxygenase activity "	GO:18603
EC:1.14.12.- 	" 4-aminobenzoate 3,4-dioxygenase (deaminating) activity "	GO:18604
EC:1.14.12.- 	" benzenesulfonate dioxygenase activity "	GO:18606
EC:1.14.12.- 	" 1-indanone monooxygenase activity "	GO:18607
EC:1.14.12.- 	" 1-indanone dioxygenase activity "	GO:18608
EC:1.14.12.- 	" chlorobenzene dioxygenase activity "	GO:18609
EC:1.14.12.- 	" toluate dioxygenase activity "	GO:18611
EC:1.14.12.- 	" dibenzothiophene dioxygenase activity "	GO:18612
EC:1.14.12.- 	" 9-fluorenone dioxygenase activity "	GO:18613
EC:1.14.12.- 	" ethylbenzene dioxygenase activity "	GO:18614
EC:1.14.12.- 	" 2-indanone monooxygenase activity "	GO:18615
EC:1.14.12.- 	" 4-aminobenzenesulfonate 3,4-dioxygenase (deaminating) activity "	GO:18617
EC:1.14.12.- 	" 1-naphthoic acid dioxygenase activity "	GO:34521
EC:1.14.12.- 	" tetralin ring-hydroxylating dioxygenase activity "	GO:34825
EC:1.14.12.- 	" N-isopropylaniline 1,2-dixoxygenase activity "	GO:34906
EC:1.14.12.- 	" acetanilide 1,2-dioxygenase activity "	GO:34907
EC:1.14.12.- 	" 2-chloro-N-isopropylacetanilide 1,2-dioxygenase activity "	GO:34908
EC:1.14.12.- 	" phthalate 3,4-dioxygenase activity "	GO:34911
EC:1.14.12.- 	" diphenyl ether 2,3-dioxygenase activity "	GO:34954
EC:1.14.13.- 	" oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen "	GO:16709
EC:1.14.13.- 	" 4-chlorobenzaldehyde oxidase activity "	GO:18471
EC:1.14.13.- 	" 3,5-xylenol methylhydroxylase activity "	GO:18630
EC:1.14.13.- 	" phenylacetate hydroxylase activity "	GO:18631
EC:1.14.13.- 	" dimethyl sulfide monooxygenase activity "	GO:18633
EC:1.14.13.- 	" phenanthrene 9,10-monooxygenase activity "	GO:18636
EC:1.14.13.- 	" xylene monooxygenase activity "	GO:18639
EC:1.14.13.- 	" chlorophenol 4-monooxygenase activity "	GO:18642
EC:1.14.13.- 	" carbon disulfide oxygenase activity "	GO:18643
EC:1.14.13.- 	" 1-hydroxy-2-oxolimonene 1,2-monooxygenase activity "	GO:18646
EC:1.14.13.- 	" phenanthrene 1,2-monooxygenase activity "	GO:18647
EC:1.14.13.- 	" tetrahydrofuran hydroxylase activity "	GO:18649
EC:1.14.13.- 	" styrene monooxygenase activity "	GO:18650
EC:1.14.13.- 	" toluene-4-sulfonate monooxygenase activity "	GO:18651
EC:1.14.13.- 	" 3-methyl-2-oxo-1,2-dihydroquinoline 6-monooxygenase activity "	GO:18653
EC:1.14.13.- 	" 2-hydroxy-phenylacetate hydroxylase activity "	GO:18654
EC:1.14.13.- 	" 2-oxo-delta3-4,5,5-trimethylcyclopentenylacetyl-CoA 1,2-monooxygenase activity "	GO:18655
EC:1.14.13.- 	" phenanthrene 3,4-monooxygenase activity "	GO:18656
EC:1.14.13.- 	" limonene monooxygenase activity "	GO:19113
EC:1.14.13.- 	" 2-methylnaphthalene hydroxylase activity "	GO:34526
EC:1.14.13.- 	" 1-methylnaphthalene hydroxylase activity "	GO:34534
EC:1.14.13.- 	" bisphenol A hydroxylase A activity "	GO:34560
EC:1.14.13.- 	" isobutylamine N-hydroxylase activity "	GO:34791
EC:1.14.13.- 	" branched-chain dodecylbenzene sulfonate monooxygenase activity "	GO:34802
EC:1.14.13.- 	" 3-HSA hydroxylase activity "	GO:34819
EC:1.14.13.- 	" 4-hydroxypyridine-3-hydroxylase activity "	GO:34894
EC:1.14.13.- 	" 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase activity "	GO:43719
EC:1.14.13.- 	" tocotrienol omega-hydroxylase activity "	GO:52872
EC:1.14.13.- 	" thalianol hydroxylase activity "	GO:80014
EC:1.14.13.107 	" (R)-limonene 1,2-monooxygenase activity "	GO:18635
EC:1.14.13.107 	" (S)-limonene 1,2-monooxygenase activity "	GO:52601
EC:1.14.13.107 	" (R)-limonene 1,2-monooxygenase NADH activity "	GO:106319
EC:1.14.13.107 	" (R)-limonene 1,2-monooxygenase NADPH activity "	GO:106320
EC:1.14.13.25 	" methane monooxygenase activity "	GO:15049
EC:1.14.13.25 	" methane monooxygenase NADH activity "	GO:106317
EC:1.14.13.25 	" methane monooxygenase NADPH activity "	GO:106318
EC:1.14.13.44 	" 2-hydroxybiphenyl 3-monooxygenase activity "	GO:47544
EC:1.14.13.44 	" 2,2'-hydroxybiphenyl monooxygenase activity "	GO:102321
EC:1.14.13.8 	" N,N-dimethylaniline monooxygenase activity "	GO:4499
EC:1.14.13.8 	" hypotaurine dehydrogenase activity "	GO:47822
EC:1.14.14.- 	" oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen "	GO:16712
EC:1.14.14.- 	" dibenzothiophene-5,5-dioxide monooxygenase activity "	GO:18679
EC:1.14.14.- 	" pyrrole-2-carboxylate monooxygenase activity "	GO:34938
EC:1.14.14.10 	" nitrilotriacetate monooxygenase activity "	GO:18529
EC:1.14.14.10 	" nitrilotriacetate monooxygenase activity (FMN-dependent) "	GO:102977
EC:1.14.14.126 	" uvaol dehydrogenase activity "	GO:102373
EC:1.14.14.126 	" ursolic aldehyde 28-monooxygenase activity "	GO:102374
EC:1.14.14.147 	" (22S)-22-hydroxy-5alpha-campestan-3-one C-23 hydroxylase activity "	GO:102097
EC:1.14.14.147 	" 3-epi-6-deoxocathasterone C-23 hydroxylase activity "	GO:102136
EC:1.14.14.152 	" beta-amyrin 11-oxidase activity "	GO:102289
EC:1.14.14.152 	" beta-amyrin monooxygenase activity "	GO:102290
EC:1.14.14.152 	" 11alpha-hydroxy-beta-amyrin dehydrogenase activity "	GO:102291
EC:1.14.14.29 	" 25-hydroxycholesterol 7alpha-hydroxylase activity "	GO:33783
EC:1.14.14.29 	" 27-hydroxycholesterol 7-alpha-monooxygenase activity "	GO:47092
EC:1.14.14.85 	" 7-deoxyloganin 7-hydroxylase activity "	GO:50595
EC:1.14.14.85 	" 7-deoxyloganate 7-hydroxylase activity "	GO:140989
EC:1.14.14.86 	" ent-kaurene oxidase activity "	GO:52615
EC:1.14.14.86 	" ent-kaur-16-en-19-ol oxidase activity "	GO:52616
EC:1.14.14.86 	" ent-kaur-16-en-19-al oxidase activity "	GO:52617
EC:1.14.15.- 	" oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced iron-sulfur protein as one donor, and incorporation of one atom of oxygen "	GO:16713
EC:1.14.15.- 	" deethylatrazine monooxygenase activity "	GO:18680
EC:1.14.15.- 	" deisopropylatrazine monooxygenase activity "	GO:18681
EC:1.14.15.- 	" atrazine N-dealkylase activity "	GO:18682
EC:1.14.15.- 	" N-isopropylacetaniline monooxygenase activity "	GO:34577
EC:1.14.15.- 	" cyclohexane monooxygenase activity "	GO:34795
EC:1.14.15.- 	" ADD 9alpha-hydroxylase activity "	GO:34818
EC:1.14.15.- 	" 4-AD 9alpha-hydroxylase activity "	GO:34855
EC:1.14.15.15 	" 3-alpha,7-alpha,12-alpha-trihydroxycholestan-26-al 26-oxidoreductase activity "	GO:47103
EC:1.14.15.15 	" cholestanetriol 26-monooxygenase activity "	GO:47749
EC:1.14.15.3 	" alkane 1-monooxygenase activity "	GO:18685
EC:1.14.15.3 	" arachidonic acid omega-hydroxylase activity "	GO:52869
EC:1.14.18.4 	" phosphatidylcholine 12-monooxygenase activity "	GO:50183
EC:1.14.18.4 	" (11Z)-eicosenoate 14-hydroxylase activity "	GO:102518
EC:1.14.19.2 	" acyl-[acyl-carrier-protein] desaturase activity "	GO:45300
EC:1.14.19.2 	" stearoyl-[acp] desaturase activity "	GO:102786
EC:1.14.19.23 	" 1-18:1-2-trans-16:1-phosphatidylglycerol desaturase activity "	GO:102655
EC:1.14.19.23 	" 1-18:1-2-16:0-monogalactosyldiacylglycerol acyl-lipid omega-6 desaturase activity "	GO:102834
EC:1.14.19.23 	" 1-18:1-2-16:1-monogalactosyldiacylglyceroldesaturase activity "	GO:102836
EC:1.14.19.23 	" 1-18:1-2-16:2-monogalactosyldiacylglycerol desaturase activity "	GO:102838
EC:1.14.19.23 	" 1-18:1-2-16:2-monogalactosyldiacylglycerol synthase activity "	GO:102841
EC:1.14.19.23 	" 1-18:2-2-16:1-monogalactosyldiacylglycerol desaturase activity (SN2-16:2 forming) "	GO:102844
EC:1.14.19.23 	" 1-18:1-2-16:0-phosphatidylglycerol omega-6 desaturase activity "	GO:102850
EC:1.14.19.23 	" 1-18:1-2-16:0-digalactosyldiacylglycerol desaturase activity "	GO:102873
EC:1.14.19.25 	" 1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity "	GO:102856
EC:1.14.19.25 	" 1-18:1-2-18:2-phosphatidylcholine desaturase activity (SN2-18:3 forming) "	GO:102859
EC:1.14.19.25 	" 1-18:2-2-18:2-sn-glycerol-3-phosphocholine desaturase activity (SN2-18:3 forming) "	GO:102862
EC:1.14.19.25 	" 1-16:0-2-18:2-phosphatidylcholine desaturase activity "	GO:102872
EC:1.14.19.35 	" 1-18:2-2-16:0-monogalactosyldiacylglycerol desaturase activity "	GO:102835
EC:1.14.19.35 	" 1-18:2-2-16:1-monogalactosyldiacylglycerol desaturase activity "	GO:102837
EC:1.14.19.35 	" 1-18:2-2-16:2-monogalactosyldiacylglycerol desaturase activity "	GO:102839
EC:1.14.19.35 	" 1-18:2-2-16:3-monogalactosyldiacylglycerol desaturase activity "	GO:102840
EC:1.14.19.35 	" 1-18:1-2-16:2-monogalactosyldiacylglycerol desaturase activity (SN2-16:3 forming) "	GO:102842
EC:1.14.19.35 	" 1-18:2-2-18:2-digalactosyldiacylglycerol desaturase activity "	GO:102848
EC:1.14.19.35 	" 1-18:2-2-18:3-digalactosyldiacylglycerol desaturase activity "	GO:102849
EC:1.14.19.35 	" 1-16:0-2-18:2-digalactosyldiacylglycerol desaturase activity "	GO:102874
EC:1.14.19.35 	" 1-18:2-2-18:2-monogalactosyldiacylglycerol desaturase activity "	GO:102875
EC:1.14.19.42 	" 1-18:1-2-16:0-monogalactosyldiacylglycerol palmitoyl-lipid 7-desaturase activity "	GO:102657
EC:1.14.19.42 	" 1-18:2-2-16:0-monogalactosyldiacylglycerol desaturase activity (SN2-16:1 forming) "	GO:102843
EC:1.14.19.43 	" 1-18:1-2-16:0-phosphatidylglycerol trans-3 desaturase activity "	GO:102654
EC:1.14.19.43 	" 1-18:2-2-16:0-phosphatidylglycerol desaturase activity "	GO:102851
EC:1.14.19.74 	" piperitol synthase activity "	GO:102915
EC:1.14.19.74 	" sesamin synthase activity "	GO:102916
EC:1.16.1.- 	" cupric reductase activity "	GO:8823
EC:1.16.1.- 	" oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor "	GO:16723
EC:1.17.4.- 	" oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor "	GO:16728
EC:1.17.4.- 	" TTP reductase activity "	GO:51064
EC:1.17.4.- 	" CTP reductase activity "	GO:51065
EC:1.17.99.- 	" monodemethylisoproturon dehydrogenase activity "	GO:34569
EC:1.17.99.- 	" didemethylisoproturon dehydrogenase activity "	GO:34574
EC:1.17.99.- 	" 4-isopropylaniline dehydrogenase activity "	GO:34575
EC:1.17.99.4 	" uracil dehydrogenase activity "	GO:50383
EC:1.17.99.4 	" thymine dehydrogenase activity "	GO:52620
EC:1.18.1.4 	" rubredoxin-NAD(P)+ reductase activity "	GO:15045
EC:1.18.1.4 	" rubredoxin-NADP+ reductase activity "	GO:15046
EC:1.18.6.1 	" nitrogenase activity "	GO:16163
EC:1.18.6.1 	" carbonyl sulfide nitrogenase activity "	GO:18697
EC:1.2.-.- 	" oxidoreductase activity, acting on the aldehyde or oxo group of donors "	GO:16903
EC:1.2.-.- 	" alpha-keto ester reductase activity "	GO:51269
EC:1.2.1.- 	" oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor "	GO:16620
EC:1.2.1.- 	" 2-carboxybenzaldehyde dehydrogenase activity "	GO:18474
EC:1.2.1.- 	" benzaldehyde dehydrogenase [NAD(P)+] activity "	GO:19115
EC:1.2.1.- 	" 2-naphthaldehyde dehydrogenase activity "	GO:34520
EC:1.2.1.- 	" 4-hydroxymethylsalicyaldehyde dehydrogenase activity "	GO:34530
EC:1.2.1.- 	" medium-chain-aldehyde dehydrogenase activity "	GO:52814
EC:1.2.1.3 	" aldehyde dehydrogenase (NAD+) activity "	GO:4029
EC:1.2.1.3 	" glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity "	GO:43878
EC:1.2.1.52 	" oxoglutarate dehydrogenase [NAD(P)+] activity "	GO:34601
EC:1.2.1.52 	" oxoglutarate dehydrogenase (NADP+) activity "	GO:50164
EC:1.2.3.9 	" aryl-aldehyde oxidase activity "	GO:18488
EC:1.2.3.9 	" cinnamaldehyde:oxygen oxidoreductase activity "	GO:102794
EC:1.2.3.9 	" 1-naphthaldehyde:oxygen oxidoreductase activity "	GO:102795
EC:1.2.3.9 	" protocatechualdehyde:oxygen oxidoreductase activity "	GO:102796
EC:1.2.7.4 	" carbon-monoxide dehydrogenase (acceptor) activity "	GO:18492
EC:1.2.7.4 	" carbon-monoxide dehydrogenase (ferredoxin) activity "	GO:43885
EC:1.21.3.6 	" butein:oxygen oxidoreductase activity "	GO:102706
