"","ERR209376","ERR209378","ERR209953","ERR209336","ERR209085","ERR209164","ERR209088","ERR209298","ERR209375","ERR209310","ERR209096","ERR210202","ERR209487","ERR209118","ERR209160","ERR209266","ERR209379","ERR209415","ERR209371","ERR210263","ERR209448","ERR209354","ERR209380","ERR209296","ERR209300","ERR209373","ERR209299","ERR209286","ERR209287","ERR209223","ERR209312"
"4.1.2.17",0,0,0,0,1,3,2,0,0,2,0,0,0,4,1,2,0,0,0,0,0,0,0,3,1,0,1,3,1,1,0
"4.1.2.19",0,1,0,0,4,2,2,1,1,6,2,0,1,2,0,1,1,1,6,0,1,1,1,3,1,0,0,4,1,4,0
"4.1.2.22",1,6,0,0,3,2,14,3,1,15,10,0,0,8,2,0,3,6,13,0,4,1,9,16,7,0,4,7,0,2,2
"4.1.2.25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"4.1.2.40",0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,2,0
"4.1.3.6",0,1,0,0,5,0,10,0,0,4,2,0,0,6,0,0,1,3,0,0,0,0,1,4,0,0,0,6,2,0,0
"4.1.3.27",3,0,2,2,4,2,7,0,5,11,7,0,1,11,8,0,0,7,14,0,1,2,0,16,5,1,2,5,3,10,1
"4.1.3.36",1,0,1,2,0,3,4,0,2,5,0,0,0,10,5,3,0,8,7,0,2,0,0,10,1,0,2,7,1,3,0
"4.1.99.2",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"4.1.99.12",3,3,3,2,3,4,8,1,7,15,11,2,3,18,9,4,1,8,13,0,6,6,3,10,2,1,1,10,2,4,2
"4.1.99.17",3,0,2,4,5,7,9,1,6,13,3,1,4,22,7,4,0,18,18,0,6,9,2,17,4,0,0,8,2,14,0
"4.2.1.1",0,1,0,1,2,1,6,0,0,4,3,0,0,7,4,2,0,1,4,0,0,1,0,4,0,0,0,3,0,1,0
"4.2.1.2",4,3,5,4,18,12,21,3,7,17,6,1,5,36,9,10,4,12,25,2,9,7,5,12,2,2,3,12,9,10,0
"4.2.1.3",12,1,8,2,8,5,20,5,5,11,13,1,0,18,3,6,0,13,18,1,3,6,1,19,1,0,1,9,11,6,1
"4.2.1.8",5,4,8,4,15,11,19,2,9,30,15,1,7,29,14,7,6,19,32,1,10,11,3,23,9,2,4,11,8,11,2
"4.2.1.9",7,0,1,3,12,9,19,2,3,20,9,0,0,18,9,1,2,6,17,0,7,5,2,18,9,0,4,5,0,16,2
"4.2.1.10",4,1,2,4,10,5,20,2,4,22,7,0,2,20,8,3,2,10,17,0,3,1,3,14,6,0,2,8,2,6,3
"4.2.1.11",16,18,7,6,26,18,64,8,22,74,28,3,9,49,27,10,18,38,61,1,31,24,14,65,15,2,8,30,7,27,3
"4.2.1.17",0,0,1,0,1,0,1,0,1,1,2,0,1,4,0,1,1,3,2,0,2,1,0,2,2,0,1,2,1,2,0
"4.2.1.19",0,0,0,0,2,1,3,1,0,4,2,0,0,3,1,0,0,1,4,0,0,1,0,1,0,1,1,0,0,1,1
"4.2.1.20",11,2,5,4,23,25,44,9,15,36,16,2,7,52,17,5,3,22,37,1,9,15,3,39,14,3,4,18,9,19,1
"4.2.1.22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4.2.1.24",0,0,0,0,4,3,5,0,1,2,4,0,2,6,2,1,0,3,2,0,2,1,0,6,0,0,1,0,3,4,0
"4.2.1.33",4,0,1,1,1,3,3,0,3,4,2,0,1,9,2,1,0,0,3,0,1,2,0,2,1,0,0,3,2,2,0
"4.2.1.36",1,1,0,1,3,3,9,1,1,8,5,0,1,11,4,0,0,7,6,0,3,5,0,9,1,2,1,4,1,6,2
"4.2.1.40",0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"4.2.1.42",0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"4.2.1.45",2,1,1,0,2,6,6,1,3,8,4,0,3,8,2,0,2,3,11,0,3,4,2,9,4,0,1,9,2,10,2
"4.2.1.46",12,8,6,9,22,25,30,14,11,32,9,1,7,38,19,4,12,21,30,0,20,6,3,25,14,2,10,26,7,20,1
"4.2.1.47",5,3,9,10,10,5,11,7,13,16,11,1,4,28,16,10,6,12,19,0,13,8,3,32,12,2,6,8,8,7,0
"4.2.1.49",0,0,0,0,1,2,5,0,1,2,0,1,0,2,1,0,0,1,5,0,0,2,0,2,0,0,0,2,0,0,0
"4.2.1.51",1,1,0,0,0,0,2,1,0,4,0,0,0,5,0,0,2,2,3,0,1,0,1,4,1,0,1,1,0,0,0
"4.2.1.53",3,2,2,2,9,5,22,1,3,21,8,0,1,13,7,0,3,7,21,0,9,1,3,22,3,0,1,12,1,11,2
"4.2.1.59",4,3,0,1,7,1,8,4,5,10,4,0,1,16,4,3,2,4,9,0,6,9,0,3,2,0,3,4,3,5,0
"4.2.1.70",1,2,1,1,4,4,21,0,3,6,2,0,1,14,3,1,1,4,5,0,1,3,1,3,1,0,1,6,3,2,1
"4.2.1.114",0,0,0,0,3,2,0,0,0,0,3,0,0,2,0,0,0,3,3,1,1,2,0,3,1,0,0,0,0,1,0
"4.2.1.115",4,5,4,2,10,8,18,5,3,26,12,1,2,28,7,2,5,16,26,0,10,5,2,20,8,1,5,13,1,7,2
"4.2.1.126",2,3,3,1,7,7,9,4,7,9,6,0,2,12,8,3,2,6,8,0,4,6,4,7,5,0,1,8,2,3,0
"4.2.1.150",1,0,0,0,2,1,3,0,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0
"4.2.1.157",0,1,0,0,4,0,7,0,0,6,0,0,0,5,1,0,0,2,2,0,2,0,2,0,0,0,0,3,2,0,0
"4.2.1.172",1,0,4,3,3,1,9,2,3,8,3,2,3,9,5,1,2,1,12,0,2,5,0,5,4,0,2,3,3,0,0
"4.2.2.2",0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,2,2,0,1,1,0,3,0,0,1,2,0,0,0
"4.2.2.4",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"4.2.2.5",1,0,0,0,0,0,1,0,0,1,0,0,1,4,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,0,0
"4.2.2.7",3,0,0,0,3,2,0,0,5,1,4,0,0,5,0,0,0,2,5,0,1,2,0,6,1,1,0,4,0,0,0
"4.2.2.8",4,0,3,1,2,4,0,0,2,3,3,0,0,5,1,0,0,1,3,0,0,1,0,7,1,1,0,2,1,0,0
"4.2.2.21",4,0,3,0,7,7,8,2,2,10,5,0,0,21,0,4,0,8,17,0,3,6,0,11,3,3,3,11,0,0,0
"4.2.2.23",3,1,5,4,8,7,12,1,5,10,3,2,8,10,4,9,0,5,8,1,6,6,1,6,6,0,4,14,3,2,0
"4.2.3.1",4,0,1,1,12,3,16,3,6,18,6,1,1,22,6,4,1,8,17,1,4,6,1,14,5,0,1,9,5,9,1
"4.2.3.3",5,4,1,1,8,7,15,2,7,13,8,0,3,13,6,2,5,13,19,0,5,8,2,20,7,2,1,11,2,9,1
"4.2.3.4",3,2,1,2,11,7,14,3,4,15,5,1,2,17,7,2,1,13,15,0,6,5,3,14,3,0,2,6,3,7,1
"4.2.3.5",5,2,2,2,11,8,24,2,5,19,9,1,3,26,6,6,2,18,23,0,3,5,2,20,3,0,1,11,4,10,1
"4.2.99.18",4,8,0,1,11,1,23,3,6,14,5,0,2,11,2,3,3,7,10,0,6,0,5,12,3,0,4,8,5,7,5
"4.3.1.1",3,0,1,3,3,3,4,2,1,9,1,1,1,2,2,2,0,5,7,0,4,3,0,9,5,0,2,4,1,1,0
"4.3.1.3",1,0,0,0,7,3,9,1,4,4,0,0,1,6,1,1,1,7,7,0,2,3,0,5,1,0,1,6,2,0,0
"4.3.1.17",2,5,0,0,11,5,14,4,2,6,6,0,3,16,9,5,5,11,9,1,1,3,4,7,2,0,1,7,6,5,1
"4.3.1.18",0,0,0,0,2,0,5,0,0,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"4.3.1.19",0,1,2,0,10,1,9,1,2,10,7,0,2,15,6,3,4,7,8,0,6,0,0,7,2,0,0,6,2,7,2
"4.3.1.24",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4.3.2.1",3,6,2,1,13,8,21,5,4,13,9,0,1,24,8,0,2,15,17,1,10,2,1,21,8,0,1,8,2,16,2
"4.3.2.2",9,14,4,8,28,18,57,10,11,44,27,0,8,47,19,6,5,25,52,0,22,16,7,41,18,2,6,21,5,23,4
"4.3.2.10",8,0,3,3,12,10,19,4,5,18,12,1,4,19,8,4,1,13,18,0,5,3,2,19,6,1,0,9,1,15,1
"4.3.3.6",3,0,0,0,7,5,11,1,1,11,3,1,2,14,3,0,0,5,15,0,7,0,0,13,3,0,0,2,1,10,0
"4.3.3.7",12,5,2,1,13,5,25,8,12,25,8,0,8,23,6,2,5,11,20,0,6,5,11,19,10,5,3,12,3,13,4
"4.3.99.3",0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,3,0,1,2,0,2,1,0,0,2,2,0,0
"4.4.1.5",1,1,2,1,2,0,3,0,2,6,1,0,0,2,2,0,1,1,8,0,1,1,1,6,1,1,2,5,1,0,0
"4.4.1.8",0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,3,1,0,0,0,0,2,0,0,1,2,1,0,0
"4.4.1.11",2,0,0,0,6,6,16,1,8,18,4,0,2,10,5,1,3,6,11,0,4,3,1,9,4,1,1,8,3,6,1
"4.4.1.13",6,2,1,1,12,6,11,2,2,11,2,0,0,13,7,4,1,8,13,0,5,5,0,15,1,1,0,14,5,3,0
"4.6.1.12",6,4,4,2,17,8,23,2,8,20,10,0,3,26,9,1,5,15,24,0,8,9,7,17,6,2,2,12,2,10,0
"4.6.1.17",1,0,0,0,1,3,3,0,1,6,2,0,2,6,1,0,1,3,4,0,1,1,1,4,1,0,0,3,1,3,0
"4.99.1.12",0,1,0,0,0,1,2,0,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0
"5.1.1.1",6,4,0,0,12,5,17,4,4,14,6,0,3,14,4,2,3,4,19,0,2,3,3,18,5,0,2,13,0,7,2
"5.1.1.3",4,5,1,1,12,3,13,0,8,10,5,0,2,19,4,2,4,9,13,0,2,4,4,7,2,1,1,11,3,3,1
"5.1.1.4",0,1,0,0,1,0,3,0,0,1,0,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0
"5.1.1.7",0,1,0,1,8,6,19,0,7,16,10,0,2,16,5,2,4,10,10,0,6,3,2,14,2,1,1,9,2,9,1
"5.1.1.20",3,3,2,0,3,1,7,0,4,5,3,0,0,6,0,1,1,10,8,0,4,3,4,4,0,1,1,5,1,0,0
"5.1.2.1",1,1,0,0,3,0,1,0,2,1,0,0,0,2,0,0,2,0,4,0,0,0,3,1,0,0,0,2,0,0,0
"5.1.2.2",0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0
"5.1.3.1",6,6,2,1,8,12,27,3,8,23,10,0,3,28,11,2,3,10,24,1,9,4,4,20,6,0,3,15,4,12,1
"5.1.3.2",12,12,9,3,27,14,60,9,9,50,22,1,7,53,20,8,11,23,51,2,15,11,7,37,17,3,8,25,8,23,7
"5.1.3.3",6,3,2,3,9,6,17,2,10,16,9,0,5,19,6,5,1,18,17,0,6,14,2,17,7,1,2,14,4,6,0
"5.1.3.4",4,1,3,1,5,5,11,1,6,14,7,0,1,12,4,4,1,5,14,0,6,2,0,12,2,0,4,13,5,5,2
"5.1.3.7",0,0,2,0,1,1,1,0,0,3,1,0,1,4,2,0,0,2,8,0,1,2,0,0,0,0,0,0,0,0,1
"5.1.3.9",0,0,0,1,1,2,2,0,0,3,2,0,1,4,0,0,1,5,3,0,0,2,2,5,2,0,1,1,0,1,1
"5.1.3.11",4,0,5,1,4,6,8,2,1,8,7,0,1,8,3,0,0,5,9,1,8,4,1,9,2,0,0,3,1,5,0
"5.1.3.13",3,2,1,2,13,10,22,2,7,21,8,0,7,21,9,1,3,9,25,0,9,6,2,8,6,2,4,19,4,11,0
"5.1.3.14",7,7,4,2,17,9,35,5,4,37,13,2,7,47,9,4,8,28,34,0,11,8,9,23,11,0,6,27,3,8,7
"5.1.3.22",0,0,0,0,0,0,0,0,0,2,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5.1.3.30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,1,0,1,0
"5.1.3.32",1,0,1,0,2,2,1,1,1,0,2,0,0,2,2,1,0,0,4,0,0,2,0,2,1,0,0,3,0,0,0
"5.2.1.8",11,6,9,5,29,12,45,5,9,31,25,0,7,63,23,15,5,22,46,2,16,8,9,28,18,3,9,25,9,25,5
"5.3.1.1",3,6,3,3,15,6,27,3,5,21,11,1,7,23,12,4,4,8,23,0,4,10,5,15,9,1,5,19,2,13,3
"5.3.1.4",8,0,3,2,9,4,8,4,6,16,12,0,2,10,3,3,0,6,12,0,7,7,0,11,6,1,5,5,4,5,0
"5.3.1.5",3,3,4,4,6,5,8,3,7,6,4,1,2,16,7,6,1,10,11,0,5,4,1,4,2,0,2,8,3,1,0
"5.3.1.6",4,7,1,1,17,3,16,5,4,23,6,0,3,19,5,3,4,13,26,0,7,8,4,18,5,0,1,12,8,15,5
"5.3.1.8",4,0,1,1,5,5,4,0,4,15,3,0,2,4,2,2,0,6,13,0,3,4,0,6,2,0,1,6,2,4,1
"5.3.1.9",15,10,5,3,32,9,51,10,11,51,24,2,6,47,22,5,12,20,47,0,13,14,8,41,16,3,6,29,9,24,3
"5.3.1.12",4,6,8,4,12,9,24,2,6,25,14,1,4,29,12,10,5,15,19,1,11,3,6,25,4,0,1,16,4,11,1
"5.3.1.13",3,1,1,1,2,6,6,1,4,3,5,0,1,9,8,5,1,8,9,0,2,4,2,8,3,1,1,4,4,2,0
"5.3.1.14",7,3,5,5,3,8,12,5,4,8,3,1,5,13,7,2,7,9,16,0,5,6,4,14,8,2,3,10,5,5,0
"5.3.1.16",1,0,0,0,2,2,1,1,2,3,4,0,0,3,2,0,0,1,4,0,1,0,0,2,0,0,0,4,1,2,0
"5.3.1.17",3,1,1,1,4,10,6,1,6,7,3,0,3,9,0,4,2,8,14,0,5,5,2,11,4,2,2,4,4,3,1
"5.3.1.23",0,0,1,0,3,5,4,2,0,6,0,0,0,4,3,0,0,2,5,0,0,1,0,5,3,0,0,2,2,6,3
"5.3.1.24",8,3,1,1,14,4,26,6,6,14,7,0,4,22,6,1,6,9,15,0,4,5,7,13,6,0,2,5,2,9,1
"5.3.1.25",0,0,0,1,1,0,4,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,2,0,1,0,0,0,0,0
"5.3.1.28",0,1,0,0,3,2,4,0,0,1,4,0,1,5,1,4,2,2,1,0,1,1,2,1,1,0,0,4,2,1,0
"5.3.1.31",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
"5.3.3.3",0,1,0,0,0,0,5,0,0,3,0,0,0,2,0,0,1,0,3,0,0,0,1,0,0,0,0,3,1,0,0
"5.3.3.10",0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
"5.3.3.12",8,3,1,1,13,9,27,2,8,28,13,0,6,22,8,2,5,9,31,1,9,3,4,20,12,2,1,8,5,18,1
"5.3.4.1",0,0,0,0,2,1,1,0,0,0,0,0,0,3,2,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
"5.3.99.10",0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"5.4.2.1",0,1,0,0,3,0,7,0,0,2,1,0,1,1,1,0,4,0,1,0,1,0,2,0,0,0,0,6,1,0,2
"5.4.2.2",0,0,0,0,0,1,2,0,0,2,3,0,0,9,5,1,0,4,3,0,0,1,0,2,0,0,1,2,3,1,0
"5.4.2.6",0,0,0,0,1,2,1,0,1,2,1,0,0,1,1,1,0,1,2,0,0,1,0,2,1,0,1,2,2,1,0
"5.4.2.7",3,1,0,1,11,7,14,4,3,30,4,1,1,14,7,0,4,9,13,0,5,3,5,16,5,1,5,11,1,7,2
"5.4.2.8",0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,2,3,0,0,1,0,0,0,0,0,1,0,0,0
"5.4.2.9",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"5.4.2.10",2,9,0,3,13,9,30,4,10,31,8,0,4,22,7,0,5,7,26,1,14,8,8,30,9,1,5,11,1,14,4
"5.4.2.12",1,3,0,0,4,1,7,2,2,3,1,0,2,3,0,0,1,2,3,0,3,1,3,3,0,0,1,2,1,4,1
"5.4.3.2",0,3,0,0,5,0,8,0,2,5,0,1,0,8,3,0,1,2,2,0,0,3,0,3,0,0,0,6,2,0,1
"5.4.3.3",0,1,0,0,10,0,12,0,4,11,0,1,0,15,3,0,1,0,0,0,0,3,1,3,1,0,0,7,2,0,0
"5.4.3.8",1,1,0,0,5,4,10,0,3,8,8,0,1,11,5,1,1,7,4,0,3,1,1,6,0,1,1,4,5,5,3
"5.4.99.2",3,8,7,4,13,10,23,6,8,21,10,2,8,28,16,6,1,25,28,0,13,10,6,26,8,0,5,15,9,2,0
"5.4.99.5",1,0,0,1,1,0,1,0,1,1,0,0,0,5,0,2,0,1,1,0,0,1,0,1,0,0,0,2,3,1,0
"5.4.99.9",8,2,6,3,15,10,25,3,10,43,14,1,10,33,22,5,1,25,34,1,8,6,3,32,9,3,7,19,5,18,3
"5.4.99.12",1,0,0,0,1,0,3,0,1,0,0,0,1,2,0,0,1,2,0,0,0,0,1,1,0,0,0,2,1,0,0
"5.4.99.21",1,1,0,1,1,3,3,1,2,8,4,0,1,7,2,0,0,6,14,0,2,1,2,10,5,0,1,1,0,4,0
"5.4.99.22",0,0,0,0,1,1,2,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"5.4.99.23",2,2,0,1,10,4,18,4,9,11,4,0,3,15,8,2,4,9,14,0,7,6,2,18,6,0,5,11,4,11,2
"5.4.99.24",0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"5.4.99.25",2,0,0,0,6,3,7,1,3,7,1,0,1,4,3,3,3,2,3,0,3,1,1,9,2,1,1,2,2,4,3
"5.4.99.61",0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,2,0,1,0,0,1,0,0,0,0,0,1,0
"5.5.1.4",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0
"5.6.1.7",18,11,7,5,52,27,68,11,15,64,20,3,16,73,26,10,12,31,58,0,21,17,18,53,21,7,8,33,13,30,6
"5.6.2.1",3,3,0,1,5,8,6,2,2,4,5,0,0,10,1,2,4,4,3,1,3,1,4,9,3,0,2,3,3,2,1
"5.6.2.2",57,72,20,17,188,68,342,49,67,258,115,5,37,258,94,38,72,111,222,1,86,54,77,217,113,13,55,151,77,130,36
"6.1.1.1",9,9,6,3,25,10,50,6,13,43,14,1,5,38,19,3,9,18,42,1,17,10,10,32,12,1,6,21,4,18,3
"6.1.1.2",10,7,2,2,27,15,54,6,13,43,10,0,6,36,14,5,5,16,36,1,13,9,9,37,11,4,7,30,4,18,6
"6.1.1.3",11,20,5,3,47,19,74,18,21,62,23,0,13,56,28,10,15,21,41,0,27,10,17,43,26,3,11,31,13,22,11
"6.1.1.4",30,22,8,9,53,28,105,17,29,86,34,1,10,81,39,10,29,38,58,2,33,23,24,77,35,2,15,54,15,38,10
"6.1.1.5",13,23,2,2,55,28,88,15,21,61,22,3,16,74,20,8,27,33,56,1,20,17,20,52,32,3,10,51,16,36,7
"6.1.1.6",13,19,3,6,40,24,66,9,14,62,23,1,12,57,23,12,14,22,41,1,26,12,16,54,20,4,13,35,15,18,8
"6.1.1.7",15,16,4,5,40,17,61,18,17,64,25,2,9,72,30,9,10,35,59,1,22,18,15,57,23,1,6,33,16,29,7
"6.1.1.9",12,14,4,7,41,20,86,10,17,55,30,2,11,62,26,4,13,26,54,1,27,14,25,56,14,4,12,33,16,34,9
"6.1.1.10",10,16,3,6,34,19,66,15,9,43,23,0,7,66,31,8,22,23,47,0,23,14,12,47,24,2,9,36,15,29,8
"6.1.1.11",5,9,3,2,17,6,28,4,9,26,8,0,6,15,12,4,5,15,21,0,10,6,9,19,9,2,2,14,6,10,4
"6.1.1.12",1,0,1,2,1,1,12,1,2,1,2,0,1,5,0,0,1,5,2,0,3,1,2,4,3,0,0,4,1,1,0
"6.1.1.14",8,13,2,6,31,13,44,12,6,45,9,0,8,39,21,5,16,21,25,2,14,8,13,41,15,4,9,29,12,18,5
"6.1.1.15",9,13,4,3,35,21,68,13,12,50,14,1,7,62,23,4,9,27,34,0,21,9,12,45,16,4,6,34,12,21,7
"6.1.1.16",7,12,4,2,19,10,42,9,13,39,14,2,7,35,16,6,14,24,42,0,15,11,11,38,15,3,9,26,12,18,2
"6.1.1.17",10,11,7,5,26,18,48,4,11,45,14,0,11,48,21,7,9,24,39,0,21,15,12,33,18,2,5,23,8,18,2
"6.1.1.18",7,6,2,7,28,13,40,2,9,33,9,0,5,42,19,7,5,17,20,1,12,11,4,30,10,1,4,19,6,19,5
"6.1.1.19",1,1,1,1,4,4,15,4,3,7,7,0,2,7,4,4,1,8,8,0,6,1,1,9,9,0,0,7,4,9,0
"6.1.1.20",25,14,13,10,41,26,96,14,27,81,36,3,10,74,43,10,14,43,81,2,24,15,12,65,25,4,9,43,13,28,13
"6.1.1.21",3,4,0,0,11,1,19,2,4,10,6,0,3,19,4,1,5,3,9,0,1,2,3,16,3,0,2,13,5,5,3
"6.1.1.22",11,13,4,7,27,9,47,13,12,42,16,1,7,45,24,9,13,24,37,1,12,6,14,32,15,4,14,30,2,20,6
"6.1.1.23",2,0,0,1,3,8,7,1,3,7,4,0,0,7,5,2,0,2,11,0,3,3,0,5,4,2,1,2,2,13,0
"6.2.1.2",4,2,1,2,5,4,6,1,2,6,2,1,2,9,4,4,2,5,9,0,1,3,2,7,4,0,3,7,1,2,1
"6.2.1.5",0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"6.2.1.26",1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"6.2.1.30",8,3,7,2,11,7,22,5,13,20,10,0,1,36,13,8,5,18,28,0,5,8,2,25,9,0,3,19,4,8,5
"6.3.1.1",4,4,1,2,4,10,13,4,4,14,6,0,1,15,6,5,3,7,16,0,6,4,2,14,5,1,3,9,3,5,0
"6.3.1.2",4,4,1,2,11,8,21,4,3,19,10,0,4,18,5,0,2,5,23,0,5,3,4,16,4,1,3,4,2,16,3
"6.3.1.20",0,2,0,0,2,0,7,0,0,6,2,0,1,10,0,0,0,0,3,0,0,0,2,1,0,0,0,5,2,0,0
"6.3.2.1",6,0,3,2,3,2,9,2,7,15,4,0,1,10,3,3,2,5,13,0,1,3,0,9,3,1,2,6,1,5,1
"6.3.2.4",6,3,0,0,5,1,11,2,3,8,7,0,2,15,4,4,1,1,10,0,2,0,6,9,2,1,4,5,7,6,4
"6.3.2.5",2,0,0,1,5,9,10,1,5,6,2,1,3,16,6,2,0,10,10,0,5,4,1,14,1,1,0,5,2,6,0
"6.3.2.6",7,2,1,3,9,4,19,6,5,22,5,0,1,20,8,2,3,5,24,0,7,2,2,18,8,1,0,10,3,12,2
"6.3.2.8",4,1,0,1,4,4,15,1,4,10,6,1,2,11,6,0,1,4,7,0,4,1,1,11,5,1,2,4,3,7,1
"6.3.2.9",1,2,0,1,2,3,5,0,2,3,0,0,0,7,2,0,1,0,6,0,1,2,2,4,1,0,1,3,0,1,0
"6.3.2.10",3,1,0,1,5,1,6,2,1,9,2,0,0,12,6,2,1,2,7,0,2,4,2,4,2,0,2,2,2,4,1
"6.3.2.13",2,3,0,1,8,1,22,1,2,6,1,1,2,10,3,1,4,2,9,0,5,3,5,12,2,0,2,12,3,4,2
"6.3.2.17",2,2,1,1,7,1,10,0,1,4,1,0,1,4,6,2,0,3,5,0,4,2,2,4,2,0,2,2,5,2,0
"6.3.3.1",4,5,0,1,16,3,15,4,0,15,8,0,3,19,4,0,3,8,16,1,7,0,2,15,7,1,1,10,3,12,1
"6.3.4.2",16,9,4,6,52,24,69,15,18,72,23,1,12,71,33,6,11,30,55,1,23,15,17,55,21,4,12,32,16,24,3
"6.3.4.3",7,9,4,7,37,13,59,5,18,46,15,0,10,61,22,1,12,30,54,1,23,11,8,57,18,3,9,27,7,33,10
"6.3.4.4",10,6,5,5,20,11,43,7,11,37,16,1,6,39,16,8,3,15,27,0,14,13,9,35,14,4,5,26,8,17,2
"6.3.4.5",6,8,2,1,16,13,29,2,4,34,14,0,7,20,9,3,5,9,25,1,13,5,7,21,9,0,5,12,7,13,4
"6.3.4.13",7,3,4,3,22,16,31,5,9,26,12,0,11,36,11,1,3,13,28,1,12,6,4,18,8,1,5,14,4,17,4
"6.3.4.14",0,0,0,0,1,0,0,0,1,0,2,0,0,4,1,0,0,2,1,0,1,1,0,2,1,0,0,1,1,1,0
"6.3.4.16",5,3,9,6,12,9,14,4,10,16,5,1,6,35,10,9,2,18,20,0,12,8,0,17,6,1,1,13,2,14,0
"6.3.4.18",0,0,0,0,3,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,3,1,0,0
"6.3.4.21",3,6,0,1,11,6,22,3,3,23,7,0,5,19,8,1,4,8,13,0,7,4,3,20,7,2,2,8,5,7,0
"6.3.5.1",5,0,4,3,18,13,20,3,9,18,11,1,2,20,12,3,2,15,19,0,5,7,4,26,4,1,3,11,3,15,2
"6.3.5.2",15,8,5,3,38,26,73,9,18,67,28,2,13,67,24,5,13,31,70,2,22,15,13,55,20,2,6,45,10,24,3
"6.3.5.4",3,3,2,1,11,11,17,0,4,11,3,1,2,22,5,3,2,12,11,1,4,4,5,11,2,0,0,12,5,7,0
"6.3.5.5",7,5,0,3,25,10,49,5,12,49,19,0,11,37,19,0,4,20,49,2,18,8,8,25,10,2,8,26,5,37,5
"6.3.5.7",7,5,0,1,9,5,20,3,2,18,6,0,1,20,4,0,3,6,18,1,8,1,3,12,7,3,6,5,2,11,0
"6.4.1.1",0,1,0,0,3,0,10,0,0,6,0,1,2,4,3,0,2,2,2,0,0,1,1,2,1,0,2,3,1,3,0
"6.4.1.2",7,1,1,1,9,7,13,5,5,13,12,0,1,14,10,2,4,13,20,0,8,4,3,14,10,1,4,5,6,9,0
"6.4.1.3",1,0,1,0,2,0,4,1,1,8,3,1,1,4,2,0,0,1,4,0,0,2,0,5,3,0,1,3,0,1,0
"6.5.1.2",7,13,4,0,25,6,58,6,12,31,6,0,3,47,10,3,14,16,38,0,7,13,13,25,11,1,6,24,8,9,7
