Object-ID	Pathway	Common-Name	Ontology-pathway_type	Parental-Ontology-pathway_type	General_Pathway_Type
PWY-7420	monoacylglycerol_metabolism_(yeast)	monoacylglycerol_metabolism_(yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7592	arachidonate_biosynthesis_III_(6-desaturase,_mammals)	arachidonate_biosynthesis_III_(6-desaturase,_mammals)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7606	docosahexaenoate_biosynthesis_III_(6-desaturase,_mammals)	docosahexaenoate_biosynthesis_III_(6-desaturase,_mammals)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7619	juniperonate_biosynthesis	juniperonate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7663	gondoate_biosynthesis_(anaerobic)	gondoate_biosynthesis_(anaerobic)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY-7664	oleate_biosynthesis_IV_(anaerobic)	oleate_biosynthesis_IV_(anaerobic)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY0-1319	CDP-diacylglycerol_biosynthesis_II	CDP-diacylglycerol_biosynthesis_II	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY0-862	(5Z)-dodecenoate_biosynthesis_I	(5Z)-dodecenoate_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY0-881	superpathway_of_fatty_acid_biosynthesis_I_(E._coli)	superpathway_of_fatty_acid_biosynthesis_I_(E._coli)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY3O-355	stearate_biosynthesis_III_(fungi)	stearate_biosynthesis_III_(fungi)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY4FS-7	phosphatidylglycerol_biosynthesis_I	phosphatidylglycerol_biosynthesis_I	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWY4FS-8	phosphatidylglycerol_biosynthesis_II	phosphatidylglycerol_biosynthesis_II	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
PWYG-321	mycolate_biosynthesis	mycolate_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
SPHINGOLIPID-SYN-PWY	sphingolipid_biosynthesis_(yeast)	sphingolipid_biosynthesis_(yeast)	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
TRIGLSYN-PWY	diacylglycerol_and_triacylglycerol_biosynthesis	diacylglycerol_and_triacylglycerol_biosynthesis	Fatty_Acid_and_Lipid_Biosynthesis	Biosynthesis	Lipid_metabolism
FAO-PWY	fatty_acid_&beta;-oxidation_I_(generic)	fatty_acid_beta-oxidation_I_(generic)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-5136	fatty_acid_&beta;-oxidation_II_(plant_peroxisome)	fatty_acid_beta-oxidation_II_(plant_peroxisome)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-5138	fatty_acid_&beta;-oxidation_IV_(unsaturated,_even_number)	fatty_acid_beta-oxidation_IV_(unsaturated,_even_number)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-6368	3-phosphoinositide_degradation	3-phosphoinositide_degradation	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-6837	fatty_acid_&beta;-oxidation_V_(unsaturated,_odd_number,_di-isomerase-dependent)	fatty_acid_beta-oxidation_V_(unsaturated,_odd_number,_di-isomerase-dependent)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-6948	sitosterol_degradation_to_androstenedione	sitosterol_degradation_to_androstenedione	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-7288	fatty_acid_&beta;-oxidation_VII_(yeast_peroxisome)	fatty_acid_beta-oxidation_VII_(yeast_peroxisome)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-7337	(10<i>Z</i>)-heptadecenoyl-CoA_degradation_(yeast)	(10Z)-heptadecenoyl-CoA_degradation_(yeast)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY-7338	10-<i>trans</i>-heptadecenoyl-CoA_degradation_(reductase-dependent,_yeast)	10-trans-heptadecenoyl-CoA_degradation_(reductase-dependent,_yeast)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY66-388	ceramide_degradation_by_&alpha;-oxidation	ceramide_degradation_by_alpha-oxidation	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
PWY66-391	fatty_acid_&beta;-oxidation_VI_(mammalian_peroxisome)	fatty_acid_beta-oxidation_VI_(mammalian_peroxisome)	Fatty_Acid_and_Lipid_Degradation	Degradation_Utilization_Assimilation	Lipid_metabolism
Acetyl-CoA-Biosynthesis	Acetyl-CoA_Biosynthesis	Acetyl-CoA_Biosynthesis	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
ANAEROFRUCAT-PWY	homolactic_fermentation	homolactic_fermentation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
ANAGLYCOLYSIS-PWY	glycolysis_III_(from_glucose)	glycolysis_III_(from_glucose)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
CENTFERM-PWY	pyruvate_fermentation_to_butanoate	pyruvate_fermentation_to_butanoate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
DENITRIFICATION-PWY	nitrate_reduction_I_(denitrification)	nitrate_reduction_I_(denitrification)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
FERMENTATION-PWY	mixed_acid_fermentation	mixed_acid_fermentation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLUDEG-II-PWY	L-glutamate_degradation_VII_(to_butanoate)	L-glutamate_degradation_VII_(to_butanoate)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLYCOLYSIS|GLYCOLYSIS-VARIANTS	glycolysis_I_(from_glucose_6-phosphate)|Glycolysis	glycolysis_I_(from_glucose_6-phosphate)|Glycolysis	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLYCOLYSIS-E-D	superpathway_of_glycolysis_and_the_Entner-Doudoroff_pathway	superpathway_of_glycolysis_and_the_Entner-Doudoroff_pathway	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLYCOLYSIS-TCA-GLYOX-BYPASS	superpathway_of_glycolysis,_pyruvate_dehydrogenase,_TCA,_and_glyoxylate_bypass	superpathway_of_glycolysis,_pyruvate_dehydrogenase,_TCA,_and_glyoxylate_bypass	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLYOXYLATE-BYPASS	glyoxylate_cycle	glyoxylate_cycle	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
METH-ACETATE-PWY	methanogenesis_from_acetate	methanogenesis_from_acetate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
METHANOGENESIS-PWY	methanogenesis_from_H<SUB>2</SUB>_and_CO<SUB>2</SUB>	methanogenesis_from_H2_and_CO2	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
NONOXIPENT-PWY	pentose_phosphate_pathway_(non-oxidative_branch)_I	pentose_phosphate_pathway_(non-oxidative_branch)_I	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P105-PWY	TCA_cycle_IV_(2-oxoglutarate_decarboxylase)	TCA_cycle_IV_(2-oxoglutarate_decarboxylase)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P108-PWY	pyruvate_fermentation_to_propanoate_I	pyruvate_fermentation_to_propanoate_I	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P122-PWY	heterolactic_fermentation	heterolactic_fermentation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P124-PWY	Bifidobacterium_shunt	Bifidobacterium_shunt	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P161-PWY	acetylene_degradation_(anaerobic)	acetylene_degradation_(anaerobic)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P162-PWY	L-glutamate_degradation_V_(via_hydroxyglutarate)	L-glutamate_degradation_V_(via_hydroxyglutarate)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P163-PWY	L-lysine_fermentation_to_acetate_and_butanoate	L-lysine_fermentation_to_acetate_and_butanoate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P164-PWY	purine_nucleobases_degradation_I_(anaerobic)	purine_nucleobases_degradation_I_(anaerobic)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
P461-PWY	hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate	hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PENTOSE-P-PWY	pentose_phosphate_pathway	pentose_phosphate_pathway	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PHOTOALL-PWY	oxygenic_photosynthesis	oxygenic_photosynthesis	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PROPFERM-PWY	superpathway_of_L-alanine_fermentation_(Stickland_reaction)	superpathway_of_L-alanine_fermentation_(Stickland_reaction)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-101	photosynthesis_light_reactions_I_(plastocyanin)	photosynthesis_light_reactions_I_(plastocyanin)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-1042	glycolysis_IV	glycolysis_IV	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-181	photorespiration_I	photorespiration_I	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-2221	Entner-Doudoroff_pathway_III_(semi-phosphorylative)	Entner-Doudoroff_pathway_III_(semi-phosphorylative)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-241	C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type	C4_photosynthetic_carbon_assimilation_cycle,_NADP-ME_type	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-3781	aerobic_respiration_I_(cytochrome_c)	aerobic_respiration_I_(cytochrome_c)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5022	4-aminobutanoate_degradation_V	4-aminobutanoate_degradation_V	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5088	L-glutamate_degradation_VIII_(to_propanoate)	L-glutamate_degradation_VIII_(to_propanoate)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5100	pyruvate_fermentation_to_acetate_and_lactate_II	pyruvate_fermentation_to_acetate_and_lactate_II	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5109	propanoate_fermentation_to_2-methylbutanoate	propanoate_fermentation_to_2-methylbutanoate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5306	superpathway_of_thiosulfate_metabolism_(<i>Desulfovibrio_sulfodismutans</i>)	superpathway_of_thiosulfate_metabolism_(Desulfovibrio_sulfodismutans)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5464	superpathway_of_cytosolic_glycolysis_(plants),_pyruvate_dehydrogenase_and_TCA_cycle	superpathway_of_cytosolic_glycolysis_(plants),_pyruvate_dehydrogenase_and_TCA_cycle	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5484	glycolysis_II_(from_fructose_6-phosphate)	glycolysis_II_(from_fructose_6-phosphate)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-561	superpathway_of_glyoxylate_cycle_and_fatty_acid_degradation	superpathway_of_glyoxylate_cycle_and_fatty_acid_degradation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5676	acetyl-CoA_fermentation_to_butanoate	acetyl-CoA_fermentation_to_butanoate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5677	succinate_fermentation_to_butanoate	succinate_fermentation_to_butanoate	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5690	TCA_cycle_II_(plants_and_fungi)	TCA_cycle_II_(plants_and_fungi)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5723	Rubisco_shunt	Rubisco_shunt	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5741	ethylmalonyl-CoA_pathway	ethylmalonyl-CoA_pathway	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-5913	partial_TCA_cycle_(obligate_autotrophs)	partial_TCA_cycle_(obligate_autotrophs)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6344	L-arginine_degradation_XIV_(oxidative_Stickland_reaction)	L-arginine_degradation_XIV_(oxidative_Stickland_reaction)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6588	pyruvate_fermentation_to_acetone	pyruvate_fermentation_to_acetone	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6590	superpathway_of_<i>Clostridium_acetobutylicum</i>_acidogenic_fermentation	superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6728	methylaspartate_cycle	methylaspartate_cycle	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6748	nitrate_reduction_VII_(denitrification)	nitrate_reduction_VII_(denitrification)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6785	hydrogen_production_VIII	hydrogen_production_VIII	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6863	pyruvate_fermentation_to_hexanol_(engineered)	pyruvate_fermentation_to_hexanol_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6876	isopropanol_biosynthesis_(engineered)	isopropanol_biosynthesis_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6883	pyruvate_fermentation_to_butanol_II_(engineered)	pyruvate_fermentation_to_butanol_II_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6886	1-butanol_autotrophic_biosynthesis_(engineered)	1-butanol_autotrophic_biosynthesis_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-6969	TCA_cycle_V_(2-oxoglutarate_synthase)	TCA_cycle_V_(2-oxoglutarate_synthase)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7003	glycerol_degradation_to_butanol	glycerol_degradation_to_butanol	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7007	methyl_ketone_biosynthesis_(engineered)	methyl_ketone_biosynthesis_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7013	(<i>S</i>)-propane-1,2-diol_degradation	(S)-propane-1,2-diol_degradation	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7111	pyruvate_fermentation_to_isobutanol_(engineered)	pyruvate_fermentation_to_isobutanol_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7115	C4_photosynthetic_carbon_assimilation_cycle,_NAD-ME_type	C4_photosynthetic_carbon_assimilation_cycle,_NAD-ME_type	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7117	C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type	C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7254	TCA_cycle_VII_(acetate-producers)	TCA_cycle_VII_(acetate-producers)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7279	aerobic_respiration_II_(cytochrome_c)_(yeast)	aerobic_respiration_II_(cytochrome_c)_(yeast)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7383	anaerobic_energy_metabolism_(invertebrates,_cytosol)	anaerobic_energy_metabolism_(invertebrates,_cytosol)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7384	anaerobic_energy_metabolism_(invertebrates,_mitochondrial)	anaerobic_energy_metabolism_(invertebrates,_mitochondrial)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7385	1,3-propanediol_biosynthesis_(engineered)	1,3-propanediol_biosynthesis_(engineered)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-7389	superpathway_of_anaerobic_energy_metabolism_(invertebrates)	superpathway_of_anaerobic_energy_metabolism_(invertebrates)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY-8404	glycolysis_VI_(from_fructose)	glycolysis_VI_(from_fructose)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY4LZ-257	superpathway_of_fermentation_(<i>Chlamydomonas_reinhardtii</i>)	superpathway_of_fermentation_(Chlamydomonas_reinhardtii)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY66-367	ketogenesis	ketogenesis	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
PWY66-398	TCA_cycle_III_(animals)	TCA_cycle_III_(animals)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
REDCITCYC	TCA_cycle_VI_(Helicobacter)	TCA_cycle_VI_(Helicobacter)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
RUMP-PWY	formaldehyde_oxidation_I	formaldehyde_oxidation_I	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
TCA	TCA_cycle_I_(prokaryotic)	TCA_cycle_I_(prokaryotic)	Generation_of_Precursor_Metabolites_and_Energy	Generation_of_Precursor_Metabolites_and_Energy	Central_metabolism_and_energy
GLYCOCAT-PWY	glycogen_degradation_I	glycogen_degradation_I	Glycan_Pathways	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
PWY-5941	glycogen_degradation_II	glycogen_degradation_II	Glycan_Pathways	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
PWY-6769	rhamnogalacturonan_type_I_degradation_I	rhamnogalacturonan_type_I_degradation_I	Glycan_Pathways	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
PWY-7456	&beta;-(1,4)-mannan_degradation	beta-(1,4)-mannan_degradation	Glycan_Pathways	Glycan_Pathways	Cellular_Structure_and_Modification_of_Macromolecules
PWY-7124	ethene_biosynthesis_V_(engineered)	ethene_biosynthesis_V_(engineered)	Hormone,_Neurotransmitter,_and_Signaling_Molecule_Biosynthesis	Biosynthesis	Signaling_and_Regulation_Metabolism
PWY66-374	C20_prostanoid_biosynthesis	C20_prostanoid_biosynthesis	Hormone,_Neurotransmitter,_and_Signaling_Molecule_Biosynthesis	Biosynthesis	Signaling_and_Regulation_Metabolism
PWY-6313	serotonin_degradation	serotonin_degradation	Hormone,_Neurotransmitter,_and_Signaling_Molecule_Degradation	Degradation_Utilization_Assimilation	Signaling_and_Regulation_Metabolism
PWY-5534	propene_degradation	propene_degradation	Hydrocarbon_Degradation	Degradation_Utilization_Assimilation	Metabolism_of_Aromatic_Compounds_and_Xenobiotics
PWY-1541	superpathway_of_taurine_degradation	superpathway_of_taurine_degradation	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-4984	urea_cycle	urea_cycle	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-5304	superpathway_of_sulfur_oxidation_(<i>Acidianus_ambivalens</i>)	superpathway_of_sulfur_oxidation_(Acidianus_ambivalens)	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-5675	nitrate_reduction_V_(assimilatory)	nitrate_reduction_V_(assimilatory)	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-6641	superpathway_of_sulfolactate_degradation	superpathway_of_sulfolactate_degradation	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY-7399	methylphosphonate_degradation_II	methylphosphonate_degradation_II	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY0-1533	methylphosphonate_degradation_I	methylphosphonate_degradation_I	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
PWY490-3	nitrate_reduction_VI_(assimilatory)	nitrate_reduction_VI_(assimilatory)	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
SO4ASSIM-PWY	assimilatory_sulfate_reduction_I	assimilatory_sulfate_reduction_I	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
SULFATE-CYS-PWY	superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	Inorganic_Nutrient_Metabolism	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
BRANCHED-CHAIN-AA-SYN-PWY	superpathway_of_branched_chain_amino_acid_biosynthesis	superpathway_of_branched_chain_amino_acid_biosynthesis	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
LIPASYN-PWY	phospholipases	phospholipases	Metabolic_Clusters	Degradation_Utilization_Assimilation	Specialized_and_Miscellaneous_Routes
OANTIGEN-PWY	<i>O</i>-antigen_building_blocks_biosynthesis_(<i>E._coli</i>)	O-antigen_building_blocks_biosynthesis_(E._coli)	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-5505	L-glutamate_and_L-glutamine_biosynthesis	L-glutamate_and_L-glutamine_biosynthesis	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6545	pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_III	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_III	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-6829	tRNA_methylation_(yeast)	tRNA_methylation_(yeast)	Metabolic_Clusters	Macromolecule_Modification	Specialized_and_Miscellaneous_Routes
PWY-7184	pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_I	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_I	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-7197	pyrimidine_deoxyribonucleotide_phosphorylation	pyrimidine_deoxyribonucleotide_phosphorylation	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-7198	pyrimidine_deoxyribonucleotides_<i>de_novo</i>_biosynthesis_IV	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
PWY-7210	pyrimidine_deoxyribonucleotides_biosynthesis_from_CTP	pyrimidine_deoxyribonucleotides_biosynthesis_from_CTP	Metabolic_Clusters	Biosynthesis	Specialized_and_Miscellaneous_Routes
