"","train_84","train_85","train_89","train_91","train_92","train_94","train_96","train_98","train_99","train_100","train_102","train_103","train_104","train_107","train_109","train_111","train_127","train_128","train_129","train_130","train_131","train_132","train_133","train_134","train_135","train_136","train_137","train_138","train_139","train_140","train_142","train_143","train_144","train_145","train_146","train_147","train_148","train_149","train_150","train_151","train_152","train_153","train_164","train_167","train_170","train_171","train_255","train_256","train_257","train_258","train_259","train_260","train_261","train_262","train_263","train_264","train_265","train_266","train_267","train_268","train_269","train_270","train_271","train_272","train_273","train_274","train_275","train_276","train_277","train_278","train_2998","train_2999","train_3002","train_3014","train_3016","train_3018","train_3019","train_3020","train_3021","train_3022","train_3028","train_3029","train_3043","train_3057","train_3432","train_3438","train_3448","train_3449","train_3458","train_3465","train_3471","train_3485","train_3499","train_3505","train_3510","train_3520","train_3521","train_3538","train_3544","train_3574","train_3575","train_3580","train_3581","train_3601","train_3606","train_3608","train_3609","train_3612","train_3620","train_3622","train_3623","train_3632","train_3634","train_3637","train_3659","train_3676","train_3685","train_3690","train_3703","train_3710","train_3722","train_3725","train_3727","train_3729","train_3731","train_3733","train_3735","train_3737","train_3739","train_3740","train_3746","train_3753","train_3754","train_3756","train_3761","train_3832","train_3838","train_3862","train_3863","train_3864","train_3865","train_3881","train_3882","train_3883","train_3886","train_4156","train_4159","train_4161","train_4175","train_4179","train_4180","train_4184","train_4185","train_4188","train_4191","train_4192","train_4200","train_4205","train_4207","train_4208","train_4214","train_4216","train_4217","train_4221","train_4224","train_4225","train_4229","train_4230","train_4232","train_4234","train_4242","train_4246","train_4247","train_4249","train_4256","train_4257","train_4262","train_4263","train_4269","train_4273","train_4274","train_4275","train_4279","train_4283"
"Streptococcus_thermophilus",0,0.02974,5.79824,0.0067,0.01539,0.03042,0.27424,0.31047,0,0.06869,0.10184,0.04461,0.06872,0.02081,0.65436,0.00513,0.00374,0.03011,1.03834,0.62053,0,0.33146,0.04962,0.3149,5.37706,0.18058,0.35352,1.13621,0,0.0053,0,0,0.32794,0.27887,0,0.01599,0.09391,0,0,0.18913,0.98405,0,0,0,0.22875,0.29082,2.51045,0,0,0.01884,0,0,13.84617,0,0,0.75171,0,0,0,1.12222,0,3.64876,0.25427,0,0,1.73743,0,0,0,0,0,0,0,0,0,0,0,0.0036,0.02045,0,0,0,0,0.70499,0,0,0,0,0,0.08078,0,0.05449,0,0,0.26625,0,0.40297,0,0,0.59888,0,0,0,0.01595,0,0,0,0.04682,0,0,0,0,0,0,0,0,0.31389,0.01545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25615,0,0,0,0,0,0.4721,0,0,0,0.07007,0,0.08519,2.17005,0.28954,0,0.04516,0,1.48245,0.01673,0,0.00147,3.01926,0,0.1372,0.94645,0.07839,4.17337,0,0,0.18419,0.00948,1.02106,0.80329,0,0.00579,0.20683,0.12131,0.14121,0.12733,0.01154,0.09104,0,0.12904,0.02385,0.01278,0.62112,0
"Dialister_invisus",0.03485,0,0,0.33555,0,0,0,0.10492,0.28419,0,0,0,0,0.10295,0.0391699999999999,0,0.0050799999999999,0,0,0,0,0,0.15762,0.38287,0,2.5115,0,0.00627,0,0,0,0,0.30086,0.19088,0.01881,0,0.29163,0,0,0.00187,0,0.06242,2.09447,5.38094,0.57829,0,0,0,0,0,0,0,0,0,0,0.16145,0,0,0.85508,0,0,0,0.62344,0,0,0,0,0,0,5.52242,0.44488,0,0,0,0.18834,0,0,0.38835,0.21096,0,0,0,0,0,0,0,0,0,0,0,0.11838,0.20765,0.22392,0.00471,0.37726,0,1.51913,0,0.12388,0,0,0,0,0,0,0,0,0,0.39557,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.00046,0.05696,0,0,0.00396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8064,0.08747,0.0032,0,0,0,0,0,0,1.40836,0,0,0,0.02167,0,0,0.00493,0,0,0,0,0,0.52927,0,0,0,0,0.60228,0
"Blautia_sp_CAG_257",0.00979,3.17546,0,0.16307,0,0,0,0.1307,0,0,0.02779,0,0,0.57989,0,0,0.38077,0,0,0,1.03938,0,0,0.01807,0,0,0.16606,0,0,2.11363,0,0.00181,0.36926,0.16871,0,0,0,0.27648,0,0,0,0,0,0,0.26857,0,1.16125,0,0.01129,0,0,0,0.38997,0.56736,0,1.86664,0,0,0,0,8.93358,0.72395,0,0,0,36.21981,0,0,0.14333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18652,4.10297,1.53132,0,0.0498,0,0.05893,0.00217,0,0.03683,0.43402,0.19797,0,0.25376,0.258,0,0,0,0.00874,0,0,0.1487,0.00639,0,0,0,0.02139,0.01877,0,0.00325,0,0,0.05472,0.01082,3.16831,0,0,0,0.17781,1.26629,0,0,12.51144,0.00393,0,0,0.00204,0,0,0,0,0,0,0,0.09872,0.05498,0.2022,0,0.55957,0.35474,0,0,0,0,0,0,0.40546,0,0,0,0,0,0,0,0.07582,0.23354,0,3.80432,0,0,0,0,0,0,0,0.00605,0,0,0,0,0,0.01497,0,0.00554,0,0,0,0,0,0
"Flavonifractor_plautii",0,0.36948,0,0.02712,0.78505,0.04754,0,0.01192,0,0.0884,0.04853,0.0303899999999999,0,0.08737,0,0,0.00784,0,0,0.0358,0.0007599999999999,0.0269699999999999,0.12431,0.0588299999999999,0,0.0063799999999999,0.0559299999999999,0.00062,0,0,0.00704,0,0.0146699999999999,0.21571,0.0146699999999999,0.0420699999999999,0.0072299999999999,0.54674,0.00489,0.84145,0.01445,0.01909,10.81984,0.327,0.8067,0.08659,0,0,0,0,0,0,0.19294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27083,0.88792,0.77295,0.01334,2.07994,0.43696,0.37076,0.64537,1.14449,1.58697,0.01054,0,0.67346,0.14345,0.44314,0.06206,4.25658,0.14434,0.39227,0.18557,0.23982,0.37305,0.70253,0.27022,0.56843,0.24769,0.10359,1.57464,0.88227,0.20343,0.07441,0.05895,0.11621,0.00377,0.09286,0.51163,0.36833,0.69678,2.10503,0.17809,0.28673,0.85074,0.03468,0.54326,0.4874,0.01908,1.23991,0.22383,2.52316,0,0,0.21455,0.29187,0.37554,0.05365,0.00248,0,0.73657,2.45439,0.0058,0.04484,7e-04,0.69148,1.2101,0.02599,0.0419,0.06016,0.08622,0.21005,0.5825,0.54673,0.46321,0.27347,1.38902,0.46571,0.04057,0.05272,0.01806,0,0.04829,0.14195,13.92433,0.19104,0.14584,0,0.00318,0.11566,0.00199,0.13542,0.0915,0.14518,0.36521,0.01821,0.0051,0,0.0365,0.08913,0.02176,0,0.08647,0.01174,0.1262,0.05732,0.08379,0.01339,0.0635,0.14321,0.23419,0.09554,0.08557,0.04524,0.00416,0.07346,0.00306
"Lactococcus_lactis",0,0.00099,0.07472,0,0,0,0.0035399999999999,0.00402,0.03477,0.12384,0,0,0.00041,0,0.01281,0,0.01856,0,0,0,0,0.00073,0.00058,0.02035,0.00172,0.03693,0.59735,0,0,0,0,0,0.20127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01854,0,0,0.07608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00637,0,0,0,0,0.08209,0.04155,0.01872,0,0,0,0,0,0,0,0.04783,0.07815,0,0,0.39569,0.78606,0.03318,0.08044,0.00216,0.03973,0.04351,0.01545,0.00184,0,0,0.00699,0.01053,0,0.01643,0
"Escherichia_coli",0,0,0,0,2.40127,0.19731,3.04581,0.0796299999999999,0,1.07551,0.03319,3.7689,0.0330899999999999,1.64799,0.00917,35.81233,0,0,0.11881,0,0,0.10778,0.05973,0.06912,0,4.59852,0.13788,0.09932,4.91088,0.02254,0,0.00293,0.00419,0,0.41363,0.0115599999999999,0.04145,0.00352,0.31668,8.89944,54.45356,0.04643,5.22518,0,0.09218,0.0055899999999999,0,0,0,0.26566,0.10079,0,0,0,0,0.65957,21.21646,90.04078,0,2.91523,0,0.20375,0,0.45667,0,0,2.19425,0,0,45.39864,1.86933,0.61626,0.01984,2.81101,4.32921,0.01345,4.11185,0.01748,11.77519,0.18958,0.64683,0,0.0037,0.69108,0.01694,0.15525,0,0.20197,0,0,0,0,1.00941,26.13516,0.00552,2.13074,0,2.10517,0.79752,0,0,0,0,0,0,0.62021,9.76846,0,0.17675,0,0,0.04966,0,0,0.13418,0,0.14691,0,0.02911,0.02308,9.82157,29.73989,0.00208,0,1.2464,15.86878,4.31206,0,1.26794,0,0.73188,0,7.20185,0.20613,0,0,0,0.00505,1.08378,15.45904,0,2.36832,0.43826,0,8.80486,0.13437,0,0.89675,0,0.01385,0,0.16114,0.67731,0.41311,1.2704,0.49326,1.11033,0.07799,0.03752,0.67325,0,0.00522,0.00231,0,0.0433,2.0366,0.37949,0.21509,0.33956,0.7972,0.02054,0.17943,0.01416,0.07115,5.18649,0.06412,1.29737,0,0.01385,0.40422,0.00584,0.42164,1.2455,0
"Firmicutes_bacterium_CAG_94",0,0.02027,0,0,0,0.0095599999999999,0,0.00095,0,0.71694,0.00473,0.179,0,0,0.21286,0,0,0,0.0015199999999999,0.0118,0,0.11103,0,0,0,0.0142099999999999,0,0.00297,0.00291,0,0,0,0.6431,0.39098,0.18496,0.19517,0.06871,0.41708,0,0.68428,0.06421,0.21771,0,1.19316,0.04975,0.04174,0,0,0,0,0,0,0,0,0.04859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0.04843,0.0619,0.03119,0,0.02619,0,0.10427,0,0.02501,0.01222,0.05647,0,0,0,0.19197,0,0,0,0,0.57679,0.03435,0,0,0,0.00046,0,0,0,0.03212,0,0,0,0,0,0,0,0.00692,0.00599,0,0.00214,0,0,0,0,0,0,0.00681,0,1.08035,0.02457,0,0,0.00379,0,0,0,0.88417,0.00892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01144,0.38518,0,0.0436,0,0.3366,0.0676,1.19939,0.03917,0.02066,0.03097,0.01366,0.02969,0,0,0,0,0,0,0.02174,0.05809,0,0,0.16227,0.00459,0,0,0.01218,0.04457,0.0084,0,0,0,0,0.00178,0,0,0
"Turicibacter_sanguinis",0,0,0.0034799999999999,0.0262699999999999,0,0.00844,0,0.01615,0.0223699999999999,0,0,0.01055,0.28731,0,0.01406,0,0,0,0.03887,0,0,0.0410699999999999,0.00717,0,0,0,0,0.00464,0,0,0,0,0.02109,0,0,0,0,0,0,0,0.0545,0.0602,0,0,0,0,0,0,0,0,0.70813,0,0,0,0,0,0,0,0.21439,0,0,0,0,0,0,0,0,0,0,0.13986,0,0,0,0,0,0,0,0,0,0,0.01894,0,0,0,0,0,0,0.01193,0,0,0,0,0,0,0,0.22921,0.15195,0.01234,0,0,0.00442,0.09251,0,0,0,0,0,0,0,0.00632,0,0,0,0,0,0,0,0,0,0.05388,0,0,0,0,0,0,0.07947,0,0.02532,0,0,0,0,0,0,0,0,0,0.16028,0,0.00149,0,0,0.12656,0,0,0,0,0.05086,0,0,0,0,0,0.19972,0.00379,0.0115,0,0,0.00155,0,0,0.00039,0,0,0.03268,0,0.03953,0,0.00333,0.00172,0.024,0,0,0,0,0,0,0.00117,0,0.00128,0,0,0
"Erysipelatoclostridium_ramosum",0,0.27104,0,0.48172,0,0,4.41731,0.0861799999999999,0,0,0.0021,0,0.08938,3.85617,0,1.25717,0.00099,0,0,0,0.01628,0,0,0.07001,0,0,0,0,0,0.03971,0.02291,0,0.27771,0.0157,0,0,0.0312,0.22505,0,2.02854,0,0,0,0.09464,0,0,0.04827,0,0,0,0,0,0,0.03889,0,0.29543,0,0,0,0,1.61702,0,0,0,0,0.4499,0,0.22,0,0,0,0.00221,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54428,0.68921,0,0.00208,0,0,0,0,0.02216,0.07672,0.27478,0,0.07198,0.00032,0,0.00636,0,0,0,0,1.27466,0,0.57535,0.03294,0,0.27422,0.01083,0,0,0.32315,0,0.00782,0,0.14588,0,0.00982,0.15926,0.29966,1.37585,0.02009,0,2.76921,0.18485,0.30683,0,18.3417,0,0.05369,0.19101,0.00158,0.02271,0.01924,0,0.40082,0,0.01156,0.03885,0.50764,0.29144,0.00389,0,0,0,0.00102,0,0.30878,0,0,0.00739,0,0,0,0.04345,0,0.01004,0,0.01555,0,0.54651,0,0.04196,0,0,0,0,0,0.00185,0.00333,0,0.00042,0,0,0,0,0,0,0,0.02547,0
"Fusicatenibacter_saccharivorans",1.86063,0.00049,10.25222,5.99353,0.16851,7.20778,0,1.48635,10.94801,2.04658,4.48716,3.52301,0.60283,0,1.50865,1.17252,23.74218,8.58835,0.83098,2.28079,7.40207,0.97258,2.00331,2.53076,2.39982,1.97144,1.86047,6.78094,0.20119,0.1025,1.49661,6.94416,1.09856,0.46297,1.63615,1.0687,5.49047,5.25267,0.49741,4.07523,0.16907,1.19134,0.00093,2.72855,0.25956,0.82457,32.2266,3.00788,2.4548,1.73857,1.19779,0,0,2.98067,17.42702,5.99515,0,1.31157,4.51164,8.39812,4.87656,3.48943,3.82251,0.81234,0,8.93304,2.40497,9.22359,3.12008,0.96013,1.25241,1.11193,0.08165,0.20511,1.73795,0.27924,0.18616,2.49272,0.22019,0.0062,0.55238,0,0.05204,1.64205,0,0,0,3.44194,0.35858,0.97484,0.1999,1.50716,0.57565,0,0.66254,0.41614,0.70578,0.14004,0.66402,1.14044,3.93455,0.488,4.67135,0.76498,0.03642,0,0.73898,0,0,0.21133,1.4223,0.20151,0.16104,0.15752,0,0.05638,0.33068,0.04617,2.09163,0.41289,0.29123,0.17045,2.34551,0,0.6895,0.03281,0,0,4.05229,0.19865,0,0.00275,0.10622,0.28711,0.51009,1.43249,0.50084,2.27484,0.29111,0.02108,1.72461,0.79486,0,0,0.19716,0.28954,3.37896,0.95186,0.27759,1.4456,0.2409,0,0.26204,1.54537,2.05597,0.32336,1.46051,0.00471,1.69529,1.80517,0.63509,1.22646,0.25502,0.31355,0.27103,0.15572,3.54932,0.61668,0.39721,2.03883,0.33733,0.20183,0.64211,1.04845,0.06192,0.94797,1.01534,0.15945,1.89018,0.30594,2.87362,0.15546,9.15226,0.04099
"Clostridium_disporicum",0,0,0,0.00468,0,0.0075099999999999,0,0,0.07733,0,0,0.52681,0.5521,0,0.26847,0.0922,0,0,0.10376,0,0,0.02343,1.00349,0,0,0.06319,0,0,0.0156099999999999,0.38781,0,0.06019,0,0,0,0,0,0,0,0,0,0.02642,0,0.16229,0,0.00022,0,0.11783,0,0,0.1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00086,0,0.912,0,0,0,0,0.09976,0,0,0,0.50731,0.28228,0,0,0,0,0,0,0,0,0,0,0.01478,0,0,0,0,0.02847,0,0,0,0,0,0.09395,0.0031,0,0,0,0,0.20832,0.01061,0,0.0488,0,0,0,0,0,0,0,0,0,0.00744,0,0,0,0,0,0,0.02687,0.06382,0,0.11543,0,0,0,0,0,0.4393,0.02141,0,0.16207,0,0,0,0.0094,0.53348,0,0,0.26776,0,0,0,0.27206,0.00853,0.00113,0,0,0.00431,0,0,0,0.00719,0,0.01407,0,0,0
"Actinomyces_sp_ICM47",0,0.03576,0.0035,0.18896,0,0.00761,0.03661,0.45572,0.12087,0.01042,0.0461699999999999,0,0.08057,0.00332,0.29932,0.14949,0,0.00976,0.04418,0,0.01795,0.0001899999999999,0.0128199999999999,0.02193,0.04702,0,0.0802399999999999,0.02858,0.01395,0.43367,0.00428,0.03506,0.11264,0.00258,0.01183,0,0.0171699999999999,0.22677,0,0.01289,0,0.0084,0.00377,0,0,0.00018,0.08843,0,0,0,0,0,0,0.16767,0,0.03049,0.01023,0,0,0,0,0,0,0,0,0,0,0.00609,0,0,0,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0.00818,0,0,0,0,0,0,0,0,0,0.01243,0,0,0.00097,0,0.11985,0.03453,0,0,0,0,4e-04,0.01784,0,0,0,0,0,0,0,0,0,0.01163,0,0.00268,0.01966,0.00193,0,0,0,0,1.48018,0,0.14857,0.00716,0.1149,0,0.02225,0.00174,0,0,0,0.01254,0,0,0,0.01213,0,0,0.0033,0,0.05741,0.01352,0,0.00206,0.00186,0.69538,0,0,0,0.00511,0.00741,0.00742,0.00926,0.14126,0.00429,0,0,0,0.00301,0.01384,0.00516,0.00039,0,0,0.0105,0.01853,0,0.00674,0,0.0032,0.00138,0.0085,0.00785,0,0.00303,0,0,0
"Firmicutes_bacterium_CAG_646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09758,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinibacter_bartlettii",0.02012,0.0035,0.0099099999999999,0.14639,0,0.13198,0.72469,2.67734,0.48422,0,0.0019399999999999,1.55126,0.90653,0.00511,3.11916,0.47321,0,0.00626,0.071,0,0,0.17363,0.201,0.03801,0.04221,0.01396,0,1.50863,0.0406,0.00288,0.14528,0.03704,0.31085,0,0.00449,0,0,0,0,0,0.02906,0.05265,0.00652,0.34846,0.0978,0.05226,0,0.70232,0,0,0,0,0,0,0,0.01942,0,0.06516,0,0.23453,0,0,0.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28984,0,0,0.00027,0,0,0,0,0.00321,0,0.03757,0,0,0,0,0,0,0,0,0,0,0.01476,0,0,0,0,0,0,0,0.03992,0,0,0.06551,0,0,0,0.00152,0,0,0.2724,0.02979,0.44825,0,0,0,0.07705,0,0,0.00067,0.00981,0,0,0,0,0,0,0,0,0.10063,0,0,0.09465,0.12818,0,0,0,0,0.90379,0,0,0,0,0,0,0.05191,0.25868,0,0.08515,0.69427,0.0318,0.01327,0.30186,0.53857,0.21968,0.05668,0.10633,0.02166,0.03821,0,0,0,0.03776,0,0,0,0.00438,0
"Clostridium_spiroforme",0.05712,0.20687,0,0,0,0,0,0.00256,0,0,0.10682,0.14678,0,0,0,0,0,0.35519,0,0,0,0,0,0.04972,0,0,0,0,0,0.03266,0,0,0.17775,0.04029,0,0.05641,0.00123,0.2658,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06794,0.01128,0,0,0,0,0,0,0,0,0.0178,0.00118,0,0,0,0,0,0,0,0,0.00062,0.05587,0.01269,0,0,0,0,0,0,0,0,0.00191,0.00178,0,0,0.0021,0,0,0,0.62393,0.04379,0.31873,0,0.01017,0,0,0,0.00807,0,0,0,0,0,0.01611,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0.00487,0,0,0,0.02642,0,0.00542,0.02434,0.79947,0,0,0.0216,0.01988,0.00653,0.04873,0.15706,0,0.00166,0.14084,0,0,0,0,0.06387,0,0,0,0,0
"Clostridium_saccharolyticum",0,0.05665,0,0,0,0.00201,0,0,0.00027,0.04147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0.05851,0,0,0.05067,0.02061,0,0,0,0,0,0,0.2488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04881,0.03317,0,0,0.04191,0,0,0.03364,0,0,0,0,0,0,0,0,0,0,0,0.0072,0,0.01152,0,0.12276,0.1346,0,0,0.0673,0,0,0.00897,0,0,0,0,0,0.08498,0,0,0.00426,0,0,0,0,0,0,0.04398,0,8.34167,0,0,0.00284,1.12785,0,0,0,0,0.04774,0,0,0,0,0,0,0,0.01461,0.01813,0,0.0134,0,0,0,0,0,0,0,0,0.2717,0,0.00351,0,0.81734,0,0,0,0,0.00347,0,0.00058,0,0.02581,0,0,0.00609,0,0,0.04356,0,0,0.00595,0.00092,0.02083,0,0,0,0,0,0,0,0,0,0,0,0
"Dorea_formicigenerans",0.28958,0,1.55458,2.34102,0.58599,0.65502,0,0.78394,1.67736,0.3302,0.56925,1.05142,0.35471,0,0.94307,0.05631,0.7953,2.05894,1.17752,0.63444,1.63874,0.39945,0.33032,1.06904,2.68369,0.67441,0.39934,0.16969,1.64496,0.13536,0.50479,1.29123,0.21818,0.36033,0.22864,0.31032,1.36022,0.48501,0.28069,0,0.04068,0.16628,0,0.31567,0,0.19855,0.26619,0.04454,0,1.32548,0,0,0,1.36231,0,0,0.44179,0,0.44564,0.21266,0,2.3494,1.09396,0.10532,0,0,0.14177,3.86058,2.13045,0.776,0.00703,0,0,0,0.02472,0.01894,0.00858,0.02032,0.39568,0,0.01224,0.00816,0,0.19214,0,0,0,0,0.13005,0.33276,0.05888,0.16375,0,0,0,0,0.08669,0.03218,0.10858,0.20587,0,3.84493,0.24736,0.4924,0.17919,0,0.79439,0,0.85865,0.14952,1.40727,0.21343,0,0.0942,0.97972,0.35058,0.26043,0.01962,0,0.57683,0.14159,0.56032,0,0,0.53246,0.32899,0.46509,0,0,0.75727,0,0.21102,0,0.52599,0.14564,0.57084,0.22065,0.6407,0.0263,0,0.23615,1.31305,0,0,0,0.06341,0.98437,0.41592,0.21472,0.93869,1.51787,0,0.10335,0.19768,0.35378,0.14745,0.10047,0.18348,1.39223,0.95961,0.11491,0.04394,0.58608,5.05674,0.83377,0.22212,0.65646,0.77598,0.09209,0.1288,0.42062,3.49697,0.65236,0.42272,0.00731,1.58607,0.22198,0.07397,0.95427,0.30188,0.52184,0.06702,0.58592,0.34373
"Streptococcus_salivarius",0.15692,0.11525,0.37731,0.4422,0.0162,0.15565,0,4.14639,0.31326,0.65174,1.13191,0.24769,0.42097,0.05171,0.19078,2.54264,0.07193,0.0427,0.14723,0.10704,0.02141,0.16979,0.17595,0.29802,0.82099,0.89021,0.17504,0.35707,0.01202,0.28996,0.04237,1.24388,0.25214,0.09764,0,0.01269,0.27245,1.17894,0.63844,0.00725,0.45726,0.01665,0.00948,0,0.0396899999999999,0.2503,0.06936,0,1.78393,1.74127,0,0.61233,4.32395,0.1909,0.41578,0.10224,13.80842,0,4.81012,0.04011,20.77032,0.11473,0.69392,3.51361,0,0.12583,0,0.64318,1.37972,0.02424,0,0.02485,0.0754,0,0.00569,0,0,0.19673,0,0,0.06199,0,0,0.26568,0.0013,0.0095,1.40809,0.58887,0.04273,0.00978,0,0.00192,0,6.92002,0.00331,0.17929,0.80809,0.00361,7.82058,0.32368,1.70745,0.01807,0.04983,0.11879,0.04489,0.00794,0.0562,0.13763,0.07405,0.04855,0.01569,0.02751,0.15268,0,0.10786,0.12803,0.06882,0.22916,0.04447,0.08427,1.93527,0.30892,0,0.12724,3.8942,2.34274,1.13001,2.7326,0.14861,4.34999,0.05086,0.02708,9.21112,0.01009,0.0595,0.54528,0.06064,0.15776,0.0514,0.0061,0.09156,1.11637,0,0.28921,0.19937,0.06253,8.28214,1.02666,0.02672,0.02185,1.1582,0,0,0,0.03777,0.06071,0.19662,0.29059,0.19097,0.17124,0.02957,0.01933,0.0593,0.17984,0.32594,0.5846,0.06145,10.56079,0.04144,0.60818,0.41096,0.69569,0.16856,0.00413,0,0.17792,0.34972,0.01308,1.42188,0.00078,0.06111,0.00903,0.24499,0.0652
"Clostridium_clostridioforme",0.01296,0.12603,0,0,0,0,4.43991,0,0,0,0,0,0,3.68688,0,0,0,0,0,0,0,0,0,0.0261899999999999,0,0,0,0,0,0,0,0,0.00511,0.09364,0,0,0,0,0,0,0,0,5.25004,0,0.12773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03845,0,0,0,0,0,0.00083,0,0,0.04918,0,0,0,0,0.01565,0,0,0,0,0.05272,0,0,0,0,0,0,0,0.00467,0.08031,0.1051,0,0,0.00339,0.01216,0,0,0,0.00179,0,0,1.67925,0.00087,0,0,0,0,0.03186,0,0.01726,0.35462,0,0.04728,0.06615,0.14867,0,0,0,0.05149,0,0,0,0.96577,0.10291,0.06436,0,0,0,0.04713,0.29354,0,0,0,0,0,0.00793,0.05551,0,0.12295,0,0,0,0,0,0,0,0.00165,0,0.00844,0,0,0,0,0,0.00381,0,0,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0.01276,0,0,0.0079,0,0.13496,0,0,0,0
"Clostridium_celatum",0,0,0,0,0,0,0,0,0,0,0,0.01358,0.0374699999999999,0,0.0425,0,0,0,0.0033,0,0,0.00769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_pasteurianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638,0,0,0,0,0,0,0.57011,0,0,0.0524,0,0,0,0,0,0.08435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4392,0,1.16675,0.42913,0,2.03038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,0,0,0,0,0,0,0,0,0,0
