"","train_229","train_230","train_235","train_240","train_242","train_244","train_245","train_246","train_247","train_248","train_249","train_250","train_251","train_252","train_254","train_2007","train_2008","train_2009","train_2010","train_2011","train_2012","train_2013","train_2014","train_2015","train_2016","train_2017","train_2018","train_2019","train_2020","train_2021","train_2022","train_2023","train_2024","train_2025","train_2026","train_2027","train_2028","train_2029","train_2030","train_2031","train_2032","train_2033","train_2034","train_2035","train_2036","train_2037","train_2038","train_2039","train_2040","train_2041","train_2042","train_2043","train_2044","train_2045","train_2046","train_2047","train_2048","train_2049","train_2050","train_2051","train_2052","train_2053","train_2054","train_2055","train_2056","train_2057","train_2058","train_2059","train_2060","train_2061","train_2062","train_2063","train_2064","train_2065","train_2066","train_2067","train_2068","train_2069","train_2070","train_2071","train_2072","train_2075","train_2076","train_2098","train_2099","train_2100","train_2101","train_2103","train_2106","train_2107","train_2109","train_2110","train_2111","train_2112","train_2115","train_2116","train_2117","train_2120","train_2121","train_2129","train_2130","train_2133","train_2135","train_2136","train_2137","train_2138","train_2141","train_2142","train_2143","train_2144","train_2145","train_2146","train_2147","train_2148","train_2149","train_2150","train_2151","train_2152","train_2154","train_2155","train_2158","train_2159","train_2160","train_2161","train_2162","train_2163","train_2164","train_2165","train_2166","train_2167","train_2171","train_2172","train_2174","train_2175","train_2179","train_2180","train_2182","train_2183","train_2184","train_2185","train_2190","train_2192","train_2194","train_2195","train_2196","train_2197","train_2198","train_2199","train_2200","train_2201","train_2202","train_2203","train_2204","train_2205","train_2207"
"Streptococcus_thermophilus",0,0.01848,0,0,0.0102099999999999,0,0.03516,0.21192,0,0,0,0.00079,0.0105799999999999,0.04219,0.91968,0,0.10884,0.5858,0,0,0,0.46418,0.4936,0,0,0,0.72592,0.00887,0,0,0,0.00818,0,0,0.10269,0,0,0,0,0.05096,0,0.01624,0,0.27135,0.01873,0.39056,0,0,0.33462,0,2.89851,0.34797,0.0073,0,0.78509,0.51051,0.0012699999999999,0.12262,0.0969899999999999,0.11838,0,0.07153,4.69638,0.07009,0.04266,1.14712,0.11685,0,0.3185,0.02447,0,0.14608,0.32529,0.00561,0.00295,0,0,0.02544,0.0645,0.34806,0,0,0.01831,0.29238,0.0153599999999999,0,0,0,0,0.22527,0.00646,0.01618,0.86418,0.61918,0.00148,0.01423,0.34538,0.38085,0.00364,0,0,0.02705,0.03704,0.0295399999999999,0,0.85789,0.02651,0,0.0042899999999999,1.9044,0.00211,0.33814,0.13823,0.00869,0.29633,0.96047,0.01346,0,0,0.13848,0.75404,0.01262,0,0.2203,0,0,2.34442,0.13025,0.18448,0.90857,0,0,0.21437,1.5635,0.23752,0.0118599999999999,0.8646,0,0,0,0.40248,0.02374,0.46336,0,0.01171,0,0.13548,0.06829,0.04206,0.23132,0,0.0032,0.53556,0,0.16548
"Dialister_invisus",0,0,0,0.35537,0.0146699999999999,0.03343,0,2.93133,0.37371,1.1592,0,0.30248,0,0,0.17205,0,0,0,0,0,0,0.04833,0.01128,0,0,0,0,0,0,0,0.0045899999999999,0,0,1.19076,0.30564,0.20581,0.20268,0.0557299999999999,0.0114,0,0,0,0,0,0.25302,0.18254,0,0,0.21316,0,0,0,0,0,0,0,0.0014199999999999,0.01985,0,0,0.0646299999999999,0.0619,0.16585,0,0,0.34911,0.21735,0,0,0.12561,0,0,0,0,0,0,0,0.03541,0,0,0,0,0,0.5689,0.42057,0,0,0,0.11836,0,0,0,0.28397,0.10613,0,0,0,0.32369,1.11661,0,0.04007,0.55839,0,0,0,0.71139,0,1.46588,1.19249,0,0,0,0,0,0,0,0.02567,0,0,0,0,0,0.98731,0.98745,0,0,0,0.75371,0.38817,0.21033,0,0,0.46684,0.34599,0.12437,0,0,0,0,0,0,0.7788,0.58551,0,0.03322,0,0.14222,0.31415,0.13863,0,0,0,0,0.13777,0
"Blautia_sp_CAG_257",0,0,0,1.24375,0,0.01314,0,0.00088,1.38151,0,0.0115,0,0.01662,0.14219,0.82833,0,0.02133,0,0,0,0,0,0,0,0,0,0.02717,0,0,5.5668,3.91833,0,0,0,0,0,0,0,0.00886,0,0,0,0,0.04724,0,0,0,0,0,0.00288,0,0,0,0,0.00091,0,0,0,0,0,0,0.00022,0.00648,0.00531,0.00457,0,0,0,0,0,0,0,0,0,0,0.02366,0.01418,0,0,0.01005,0.00824,0.01426,0.00114,0,0,0,0,4.20705,0.03754,0.16268,0.06036,0.0328,0,0.0016699999999999,0.0486,9.24531,1.23604,0,0.01586,0,0,0,0,0.08916,0,0,0,0,0,8.40027,1.21051,0,0,0,0.05169,0,0,0,0,0,0,0,0,0,0,0,0.0104599999999999,0.00294,0,0,0,0,0,0.0561399999999999,0.0194599999999999,0,0,0.01226,0.01105,0,0.0515399999999999,0.00026,0.0301399999999999,0,0,0,0,0,0,0,0,0.0309,0.02755,0,0
"Flavonifractor_plautii",0,0,0,2.70564,1.48793,1.90061,0.0336,2.99272,0.55331,0.39502,0.06135,0.20559,0.04174,0.68021,1.20583,0.02464,0.07436,0.21797,0.08404,0,0,0,0.0247,0,0,0.03392,0.26285,0.03825,0.0098,0.07339,0.64967,0,0.07287,0.02758,0.04262,0,0.04127,0,0.0991,0.26863,0,0.00967,0.11062,0.15482,0.13056,0.04971,0,0.01165,0.0280899999999999,0.38874,0.01592,0.01441,0.0018399999999999,0.03151,0.16504,0.32052,0.00275,0.23157,0.02186,0.00866,0.11247,0.17188,0.26383,0.02534,0.02953,0,0.01241,0.0022199999999999,0,0.00546,0.15956,0.02871,0.00133,0,0,0.20364,0.47096,0.07072,0.26771,0.62433,0.35196,0.71809,0.09134,0.08666,0.10025,0.0665299999999999,0,0.2807,0.61069,0.52987,0.11188,0.38585,1.2128,0.01905,0.36948,0.90756,0.4855,0.26048,1.00853,0.34986,1.25406,0.02251,0,0.24849,0.95066,2.77185,0.09575,0,0.0052,0.60123,0.91523,0.03242,0.03353,0.51486,1.05602,0,0.877,0.07001,0,0.35356,0.10694,0.79652,0,0.00804,0.03006,0.01516,0.0613,1.3333,0.1569,0.17354,0.0223599999999999,0.02916,0.0884799999999999,0.2286,0.9274,0.67718,0.4127,0.29914,0.24604,0,0.07632,0.0278399999999999,0.16613,0.07322,0.09632,0.00365,0.31484,0.15273,0.0754799999999999,0.06182,0.00385,0.32057,0.63546,0,0.17391
"Lactococcus_lactis",0,0,0,0,0.00295,0,0,0.03351,0,0,0,0,0.00779,0,0.0068,0,0.17002,0,0,0,0,0,1.21448,0,0,0,0.05417,0,0,0,0,0,0,0,0.03132,0,0,0,0,0,0,0.0521,0,0.00719,0.04703,0.0249,0,0,0.00063,0,0.0072099999999999,0.01868,0,0,0,0.11552,0,0,0,0,0.0033299999999999,0,0.10738,0,0,0,0.36665,0,0.00914,0,0,0,0.00663,0.58361,0.04441,0,0.003,0,0.17808,0,0,0,0,0,0,0,5.82052,0.19734,0,0.01753,0,0,0,0,0.02405,0.0008699999999999,0.02016,0,0,0,0,0.15585,0,0,0,0,0,0,0.01261,0,0.0112,0,0,0,0,0,0,0,0,0,0,0.00302,0,0,0,0,0,0,0,0,0,0,0.00229,0.00421,0,0,0,0.01224,0,0,0,0,0.18873,0,0,3.08229,0.01019,0.08307,0,0,0,0,0,0,0
"Escherichia_coli",0,0,0,3.95767,0.72637,0,0.06298,0.44435,0.00589,0.01,0.20571,0,0,0.5523,0.22889,0,0.0305399999999999,0.17452,0.79975,0,0,0,0.00687,0,0,0,0,0.0542799999999999,0,0.74107,0.17258,0.00093,0.37048,0,0,0,0.02107,0,0,0.63444,0.03782,1.08534,2.5478,1.95008,0,0,0.0598,0.07925,0.0266,0,0,0,0.03404,0.04058,0,0,0.01259,0.0122099999999999,0,0,0,0.21321,0.21964,0,0.03873,0,0.0308899999999999,0,0,0.00645,0.10056,0,0,0.11717,0.09495,0,0.0088799999999999,1.26208,0.7383,0,0.05441,0,2.90983,0,0.004,0.00716,8.22719,0.28338,0.07739,0.25348,0.2568,0.04011,0.68276,2.52247,0.36412,2.27373,0.58908,0,0.00131,0.89283,0.5131,20.55442,0,0,0.91701,0,0.10774,0.05316,0.10035,0.00232,0,0.13644,0.32221,0.03516,0.09679,0,0.83332,0.14357,0.0873,0.05459,0.03733,0,0,0.00417,0.01008,0,0.0197,0,0.16504,0.07284,0,0,0,0.0033399999999999,0.03753,0.06057,0,0.03888,0,0,0,0.00471,0.40829,0.21298,0.48105,0.29275,0.18542,0.02991,0.04677,0,0,0.00473,0,0,0.26915
"Firmicutes_bacterium_CAG_94",0,0,0,0.16595,0,0,0,0.03103,0,0,0.0068099999999999,0,0.13557,0.03269,0.00123,0.39834,0.08216,0,0,0,0,0,0.01256,0,0,0,0,0,0.0144699999999999,0,0.72704,0,0,0.06694,0.15726,0,0.1082,0,0,0.01068,0,0.11568,0,0,0.0625899999999999,0.05412,0,0,0,0,0.23546,0.0962,0,0,0.08235,0.1526,0,0,0,0,0.04672,0,0,0,0,0,0.00434,0,0,0,0,0,0,0,0,0,0,0.03506,0.02947,0,0,0,0,0.01038,0,0,0,0,0.004,0.01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02371,0.28154,0,0.0016699999999999,0.0914799999999999,0,0,0,0,0,0.0048,0,3.95075,0,0,0,0.01456,0,0,0,0.01096,0.18547,0.08308,0,0,0.26467,0.27618,0.24863,0.28986,0.00992,0.08882,0,0.0464399999999999,0.10813,0.00571,0,0,0.02475,0.35998,0.0003399999999999,0.01198,0,0,0,0,0.0006799999999999,0,0
"Turicibacter_sanguinis",0,0,0,0,0,0,0,0,0,0,0,0.02373,0.40538,0,0.0059,0.04052,0.30452,0,0,0,0.0446,0,0.1748,0,0.08556,0,0,0,0,0,0,0.01602,0.1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00687,0.0023,0.0114,0.7416,0.03369,0.00147,0.00779,0,0.00396,0,0.01359,0.0142099999999999,0,0.03063,0,0.01593,0,0,0,0,0,0,0.04181,0.0854,0,0,0.03723,0,0,0,0.0442,0.04625,0,0,0,0.15227,0,0,0,0,0,0,0,0,0,0,0,0,0.00449,0,0,0,0,0,0.01045,0,0,0,0,0,0,0,0,0,0.00075,0.0150199999999999,0,0.00322,0,0.0069599999999999,0,0,0,0,0,0.00258,0,0,0.03316,0,0,0,0.01775,0,0,0.00343,0,0.01328,0.01905,0.0148,0.07667,0,0.01881,0,0,0,0,0.0013599999999999,0.00811,0,0.00494,0.02622,0,0,0,0,0.04286,0
"Erysipelatoclostridium_ramosum",0,0.89486,0,0.00966,0.01528,0.74019,0.00057,0.48787,0.17348,0,0,0.56047,0,0,0.38602,0,0.03324,0,0,0,0,0,0,0,0,0,0,0,0,3.83154,0.54001,0,0,0,0,0,0,0,0,0,0,0,1.16908,1.40894,0.06327,0.03429,0,0,0,0,0.0302399999999999,0.00138,0.02275,0,0,0,0,0,0,0,0,0.01381,0.0072599999999999,0,0,0,0,0,0,0,0.00373,0,0,0,0,0.00642,0.0115,0,0,0,0.0038799999999999,0,0,0.0057,0.00323,0.08306,1.55675,0.33705,0,0.00252,0.0888299999999999,0.27287,0.54255,0.05732,0.00483,1.42198,0.63549,0.73926,0.32095,0.3678,0.52447,0.0232199999999999,0,0,0.05396,0.96013,0,0,0,0,0.0461899999999999,0,0,0,0.02138,0,0.14776,0,0.0104,0,0,0,0,0,0,0,0.00154,1.46815,0.07577,0,0,0,0.17761,0.09396,0.2246,0,0,0,0.00134,0,0,0.00255,0.29921,0,0.00949,0,0.02285,0.02384,0.0008699999999999,0,0,0.01372,0,0,0
"Fusicatenibacter_saccharivorans",0,0,0,0,2.1545,15.48731,3.84034,1.68651,0,0.47374,4.15048,1.11147,2.17734,1.42332,4.31442,0,0,2.04189,2.3454,0.12466,0.53789,0.22735,1.0706,0.02509,0.722,0.01792,0.45088,0.10784,0.19938,0,0,1.80241,2.27267,0,0,0.52185,1.62954,2.0015,3.33916,0.12144,0.26988,0.37898,0,0,1.81884,1.55659,4.8196,5.62134,2.93356,1.40409,0.65859,0.64141,0.62852,0.8057,1.61176,1.89504,0.12549,0.37906,1.65863,0.43898,0.51326,1.34067,2.6696,0.49145,0.35932,0.4823,1.71202,1.66186,0.27735,0.83118,2.09677,0.35274,0.05535,1.18461,1.66789,0.38134,0.76268,0.15753,0.01293,2.17253,0.43738,1.27378,1.30285,2.90793,2.12599,0,0.0019199999999999,0,0,0.84412,1.00084,1.15421,0.7663,0.14148,0.43966,0,0.2156,0,0,0.01175,1.60847,2.19831,0,0.19625,0,0,0.77696,1.68959,1.60708,0,0,0.9884,1.05839,0,0,2.76781,0.08652,1.08221,0.0939,0,3.09429,0,0.19184,0,1.39615,2.26721,1.53269,0,0,0,0.66931,0.63404,0,0,0,0.46802,0.00783,3.84083,0.17003,1.51033,0,1.28827,0.66927,1.22275,2.16716,0,1.50524,1.34579,1.37594,0.45182,0.05779,0.49645,3.58603,0,1.6631
"Clostridium_disporicum",0,0,0,0,0,0,0,0,0,0,0,0.00173,0.04906,0,0.45996,0.0252,0.54162,0,0,0.0409999999999999,0.03391,0,0.2675,0.53051,0.07315,0,0,0,0,0,0,0,0.12347,0,0,0,0.06414,0,0,0,0.00216,0.0027,0,0,0,0,0,0,0.0017699999999999,0.0012699999999999,0.1156,0.00509,0.00063,0.04394,0,0.01456,0,0.00242,0.00731,0,0.07241,0,0,0,0,0,0,0,0,0.05764,0.08018,0,0,0.00767,0,0,0,0.01522,0.05842,0,0,0,0.35297,0.0164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446,0,0,0,0,0,0,0.37842,0,0,0.01019,0,0,0,0,0.00754,0,0,0,0,0,0,0,0,0.23857,0,0,0,0,0,0,0,0,0,0,0,0.01554,0,0,0,0,0,0,0,0,0,0.01224,0.05867,0,0,0,0,0,0
"Actinomyces_sp_ICM47",0,0,0,0,0,0,0,0,0.00159,0,0,0.00042,0,0,0,0,0.03991,0,0,0,0,0,0,0,0,0,0.0028899999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261,0,0.00452,0,0,0,0,0.00159,0,0,0,0,0,0,0,0,0.0051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0.0003799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00195,0,0
"Firmicutes_bacterium_CAG_646",0,0,0,0,0,0.17535,0,0,0.82098,0,0,0,0,0,0.00913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68159,0,0,0,0,0,0,0,2.0265,0.01238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Intestinibacter_bartlettii",0,0,0,0,0.16481,0.06246,0,0.02218,0.1775,0,0,0.35389,0.0345,0.08122,0.17049,0.30055,0.78621,0.10252,0,0.11788,0.08113,0,0.0241,0,0.07612,0,0.09507,0.06819,0.1315,0,0.08688,0.14887,0.08036,0,0,0,0.67907,0.03589,0.10978,0,0,0,0.02557,0.65538,0,0,0.30356,0.19031,0.12837,0.1248,1.88561,0.28367,0.03918,0.03836,0.00925,0.41562,0.00796,0.38283,0.05452,0.01249,0.13908,0.00925,0.0072299999999999,0,0,0,0.00771,0,0,0.11262,0.0201,0,0,0.05078,0.04491,0,0.01045,0.06605,0.0318899999999999,0,0.13015,0.02523,0.65559,0.06186,0.02825,0.12367,17.79714,0,0.16821,0.20187,0,0,1.26553,0.07184,0,0.12652,0.04441,0,0,0.00943,0.04841,0.23897,0,0,0.01816,0.06057,0,0.10833,0.25762,0.34898,0.01738,0.26938,0.0018399999999999,0.0353,0.10755,0,0.18292,0.17793,0,0,0,0,0,0.06621,0.12538,0.0807799999999999,0.14097,0.00897,0.05259,0.00531,0,0,0.06185,0.01473,0.21941,0.16302,0,0.36203,0,0.04375,0,0.00101,0,0.29716,0.30849,0,0.01256,0.06435,0.135,0,0,0.0027,0,0.05031,0.2371
"Clostridium_spiroforme",0,0,0,0.04612,0,0.0047,0.01822,0.05898,0.15416,0,0,0.01465,0.00898,0.02562,0.17277,0,0.01275,0,0,0,0,0,0,0,0,0,0.01231,0,0,0.02456,0.02597,0.09525,0.00838,0,0,0,0.0958,0,0,0,0,0,0,0,0.03657,0,0,0,0,0,0.23642,0.11953,0.00452,0.03362,0.0587899999999999,0.14132,0,0.06576,0.09954,0.09033,0.13864,0.0188,0.39493,0.0090599999999999,0.00637,0.78645,0.12874,0,0,0.04023,0.05331,0,0,0.0391899999999999,0,0,0,0,0,0.28784,0.00748,0,0.01738,0.11585,0.04706,0,0,0,0,0,0,0,0.09352,0,0,0.0101599999999999,0,0,0,0.00517,0.0035,0.00665,0,0,0,0,0.21859,0,0,0,0.06204,0.02519,0,0,0.09638,0,0,0.07856,0,0.00029,0.0287,0.013,0,0,0.03417,0.02338,0,0.00214,0,0,0.03908,0,0.07259,0.02718,0.05604,0.04241,0.00911,0.001,0,0.3586,0,0.09095,0,0,0,0,0.04192,0.10376,0.05004,0,0,0,0.38246,0.0241,0
"Clostridium_saccharolyticum",0,0,0,5.4902,0,0,0,0,0,0,0,0,0,0.26625,0,0.0362399999999999,0.00737,0,0,0,0,0,0.00045,0,0,0,0,0,0,0,0.48488,0,0,0.0862899999999999,0.06995,0,0.01366,0,0,0,0,0,0,0,0.00072,0,0,0.0033299999999999,0,0.01155,0.0011,0,0.00783,0,0.00889,0.00647,0,0.0026,0,0,0.12529,0.11652,0.18697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09328,0.00266,0.03852,0.02897,0,0,0,0,0,0.34099,0.1939,0,0,0,0,0,0,0,0,0,0.11676,0.15693,0.00273,0,0,0,0,0.25272,0,0,0.09586,1.10489,0.0643,0,0.04606,0.00962,0,0.04603,0.35215,0,0,0.03635,0,0,0,0,0,0.00345,0,0.06586,0,0,0,0,0,0.0023899999999999,0.00033,0.01231,0.01588,0,0,0.00704,0,0.07271,0,0.02533,0,0.08066,0.0321899999999999,0.0113,0,0,0,0.04819,0,0.00221
"Dorea_formicigenerans",0,2.95604,0,0,0.49703,0.38894,0.52397,0,0,0.3495,1.42116,0.88308,0.14119,0.2367,0.47094,1.03724,1.57507,1.94528,1.9013,0.3516,0.91656,0.20219,0.62334,0.20104,0.96695,0.07167,1.33131,0.47364,0.48086,0,0.0036799999999999,1.42256,1.05306,0.42976,1.14827,0.243,0.44665,0.11336,0.2602,0.47716,0.13379,0.5204,0,0,0.54394,0.25925,0.65602,0.66358,0.62836,0.44293,4.14133,2.36291,0.48852,0.90688,1.3412,1.23427,0.21826,0.72223,0.74389,0.33703,0.72655,0.61358,5.52955,0.36005,0.28271,0.60859,0.71942,0.80199,0.62779,0.31467,0.35329,2.83586,0.7444,0.4884,0.89615,2.1508,1.26193,0.38327,0.20584,0.23316,0.45636,0.19739,0.35036,1.26073,0.88542,0.17743,0,0,0.13475,1.69375,2.69183,0.53748,0,0,0.61686,0,0.00122,0.8817,0.28006,0,0,1.08485,0.30164,0.69347,0,0,0.67053,0.33927,0.28791,0,0.00133,0.95553,0.69185,0.03872,0.39294,0.49749,0.27581,0.09961,0.19264,0.08083,1.67564,1.62597,0.01175,0.71693,0.84972,0.65047,0.29827,0.3968,0.82977,0.14422,1.02274,0.4861,2.40168,0.32807,0.45729,0.15553,2.47502,2.62536,3.49609,0.16114,0.62488,2.68673,0.85296,1.06618,0.78583,0,0.70707,0.42342,0.4936,3.11324,0.43058,3.03187,0.52394,0.30318,0.57537
"Streptococcus_salivarius",0,0.51341,56.66508,0,2.97008,0.04088,0.09622,0.0615799999999999,14.09866,0,0.24873,0.59169,0.01987,0.03326,0.11188,0.21671,0.40237,0.00181,0.02738,0.12014,0.08895,0,0.06394,0,0.23243,0,0.26553,0,0.0105799999999999,0,0.06161,0.23628,0.20769,0.00828,0.14472,0.04663,0.40398,0,0.0761299999999999,0.03638,0,0.00764,0.00483,0.00433,1.01509,1.42548,0.03482,0.03043,0.00165,0.00018,0.37435,0.0599899999999999,0,0.00091,0.20942,0.17734,0.95682,2.15795,1.08675,0.2796,0.02315,0.034,0.07921,0.0142199999999999,0.00698,0.29963,1.3278,0.21663,0.06241,0.06548,0.04417,0.13423,0.11192,0.03559,0.8417,0.00814,0.04185,0.11942,0.32436,0.0222699999999999,0.01285,0,0.03257,0.84052,0.46187,0,3.02139,5.41508,0,0.0326399999999999,0.00787,0.0136699999999999,0.11645,0.03593,0.0089,0.0540799999999999,0.01867,0.0138199999999999,0.00939,0.23515,0.04664,0.03881,0,0.0104599999999999,0.03299,0.04525,0.0116099999999999,0.20824,0.14968,0,0.04183,0.09846,0.012,0,0,0,0.00414,0.32112,0,0.00457,1.14878,0.30782,2.27502,0.48846,0.0434,0.22881,1.31076,0.0177699999999999,0.69887,0.07458,14.62649,1.67831,7.38293,2.73629,0.19247,0.0182,1.0705,0.33058,0.09233,0.27225,0,0.07302,0.13653,0.0330899999999999,0.16575,0.0314399999999999,0.08237,0.23367,0.04462,0.18677,0.04087,0.01236,0.03761,0.01771,0.1151
"Clostridium_clostridioforme",0,0,0,0.25975,0.00475,0,0,0.33769,0.10348,0.0009199999999999,0,0,0,0,0.04166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05566,0.03973,0,0,0,0,0,0,0,0,0,0,0,0.08175,0.01886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17786,2.24329,0.43863,0.3441,0.97088,0.76604,0.84556,4.35547,0.24364,0.24344,1.44277,0.12809,0.09992,2.22008,5.43816,0,0,0.0058,1.07553,1.039,0,0,0,0,0,0,0,0,0,0,1.39205,0,0,0,0,0,0,0,0,0,0,0.11699,0,0,0,0,0.02281,0.0242,0.009,0,0,0.02208,0,0,0,0,0.03665,0.0024,0.00745,0.29446,0,0,0,0,0,0,0.00215,0,0
"Clostridium_celatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03692,0,0,0,0,0.27343,0,0,0.0023899999999999,0,0,0,0,0,0,0,0,0,0.0529799999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03535,0.02182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Streptococcus_pasteurianus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eggerthella_lenta",0,0,0,0.14218,0,0.78215,0.14201,0.39842,1.65954,0.03275,0,0.18064,0.14452,0.17822,0.37179,0,0.00228,0,0,0,0,0,0,0,0,0,0,0,0,0.00288,0.28109,0,0,0,0.00196,0,0.00522,0,0.01329,0.19373,0,0,0.12019,0.21397,0.06051,0.02501,0,0,0.0031,0.01533,0,0,0,0,0.01488,0.00451,0,0.02002,0,0,0.02049,0.02206,0.20967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00605,0.0122,0.07574,0.07533,0.07667,0.0133199999999999,0,0.00754,0.01694,0,0,0,0.0247,0.20206,0.02144,0.0581,0,0,0.0114799999999999,0.2571,0.19029,0.02102,0.00752,0,0,0.02205,0,0.0116,0.0113599999999999,0.55218,0.00283,0,0,0.01907,0.01414,0,0,0.04431,0.30773,0,0.01347,0,0,0.00857,0,0,0,0.02079,0,0,0,0.0566399999999999,0,0,0,0,0.0307199999999999,0.02431,0.17941,0.13042,0.00511,0,0.01896,0,0,0,0.03998,0.01172,0.12603,0.04457,0.0402,0.00794,0.00315,0,0,0,0.22153,0.0276,0
"Dorea_sp_CAG_317",0,0,0,0.47276,0,0,0.0281,0,0,0,0,0.00013,0.0088,0,0.22743,0,0.11009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01958,0.13213,0,0,0.01234,3.13251,0.42768,0.00984,0.24667,0,0.00439,0.01625,0,1.30354,0.84942,0,0.04831,0,0,0,0.39129,0,0,0,0,0,0,0,0,0,0,0.0138,0,0,0,0,0,0.43807,0,0,0,0,0,0,0.0540799999999999,0,0,0,0,0,3.92444,0,0.06238,0,0,0.59707,0,0,0,0,0,0,0.00218,0,0
"Propionibacterium_freudenreichii",0,0,0,0,0.00225,0,0,0,0,0,0,0,0,0,0,0,0.00952,0,0,0,0,0,0,0,0,0,0,0,0.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030399999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00125,0.0012,0,0,0,0,0,0,0,0,0
"Clostridium_innocuum",0,0,0,0.01295,0.06041,0.06902,0,0.20109,2.21154,0,0,0.22916,0,0.10162,0.29969,0,0.00228,0,0,0,0,0,0.08657,0,0,0,0,0,0,4.47925,0.01523,0.00157,0.00195,0,0.00563,0,0.022,0,0.01288,0,0,0,0.03542,0.03276,0.01643,0,0,0,0.00896,0.0144,0.03216,0.00281,0,0.00121,0.03398,0.04618,0,0.05583,0,0,0,0.0307399999999999,1.16523,0.00386,0.0028,0,0.00934,0,0.00176,0,0,0.00618,0,0,0,0.1776,0.0121,0.0807399999999999,1.16216,0.0023,0.01304,0.0069099999999999,0.00258,0.0128199999999999,0.0030399999999999,0,0,0.1583,0,0.01571,0.08018,0.03161,0.27016,0.02024,0.0353399999999999,0.28148,0.5263,0.01213,0.00133,0.22843,0.6545,0.0177,0,0.02465,0.1045,0.18983,0.0012,0,0,0.18329,0.06806,0,0,0.15349,0.02056,0,1.63892,0.04032,0,0.00156,0.00654,0.04003,0,0,0.0053799999999999,0,0.01648,0.04349,0,0.00166,0,0,0.04395,0.03658,0.05057,0.01462,0.0146699999999999,0,0.0150199999999999,0,0.04202,0,0.00069,0.01313,0.00943,0,0.02861,0,0.0034799999999999,0.01027,0,0.27603,0.01539,0.0001199999999999,0
